Unnamed: 0.1,Unnamed: 0,count,hate_speech,offensive_language,neither,class,NON USED,tokens,tweet
8108,8333,3,3,0,0,0,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,"['black', 'people', 'like', '@', 'chiefkeef', 'disgust', 'laughing', 'someone', 'died', 'dumb', 'monkey', 'ass', 'niggas', 'like', 'need', 'locked', 'stupidity']",black people like @ chiefkeef disgust laughing someone died dumb monkey ass niggas like need locked stupidity
8156,8383,3,2,1,0,0,Boy Yung thug is a fag,"['boy', 'yung', 'thug', 'fag']",boy yung thug fag
8168,8395,3,2,1,0,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.","['brady', 'heard', 'yall', 'say', 'washed', ',', 'washing', 'league', 'hoe', 'ass', 'niggas', '.']","brady heard yall say washed , washing league hoe ass niggas ."
8186,8413,3,2,1,0,0,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh","['bro', 'everybody', 'ho', ',', 'fuck', ',', 'favorite', 'color', 'mango', 'red', 'ho', ',', 'charge', 'phone', 'way', '100', '%', '=', 'ho', ',', 'smh']","bro everybody ho , fuck , favorite color mango red ho , charge phone way 100 % = ho , smh"
8226,8453,3,2,1,0,0,Bullets through a nigguh tru jeans,"['bullets', 'nigguh', 'tru', 'jeans']",bullets nigguh tru jeans
8231,8458,3,2,1,0,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,"['bumped', 'bitch', 'filed', 'sexual', 'harassment', 'work', 'co-worker', '...', 'aint', 'shook', 'life']",bumped bitch filed sexual harassment work co-worker ... aint shook life
8234,8461,3,2,1,0,0,Burn bitch http://t.co/63FmrF0g5j,"['burn', 'bitch', 'http', ':', '//t.co/63fmrf0g5j']",burn bitch http : //t.co/63fmrf0g5j
8249,8477,3,2,1,0,0,But atleast they let me know...ur a faggot if u keep those type of twitter secrets,"['atleast', 'let', 'know', '...', 'ur', 'faggot', 'u', 'keep', 'type', 'twitter', 'secrets']",atleast let know ... ur faggot u keep type twitter secrets
8284,8514,3,2,0,1,0,California is home to skater trash.,"['california', 'home', 'skater', 'trash', '.']",california home skater trash .
8301,8531,3,2,1,0,0,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,"['#', 'faggots', '#', 'honeybooboo', 'imagine', '#', 'internet', 'world', 'created', 'trap', 'feed', '#', 'allah', 'like', 'gazelles', '?', '#', '#', 'stephenking']",# faggots # honeybooboo imagine # internet world created trap feed # allah like gazelles ? # # stephenking
8334,8564,3,2,1,0,0,"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes","['&', '#', '8217', ';', 'wait', 'humble', 'niggas', 'playoffs', '.', ',', 'good', 'job', 'hoes']","& # 8217 ; wait humble niggas playoffs . , good job hoes"
8355,8585,3,2,1,0,0,Can't stand bitch ass niggas.,"['ca', ""n't"", 'stand', 'bitch', 'ass', 'niggas', '.']",ca n't stand bitch ass niggas .
8357,8587,3,2,1,0,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage","['ca', ""n't"", 'stand', 'asian', 'dude', ',', 'faggot', 'gives', 'attitude', 'cause', 'almost', 'forgot', 'water', ',', 'fuck', 'u', 'faggot', ""n't"", 'stage']","ca n't stand asian dude , faggot gives attitude cause almost forgot water , fuck u faggot n't stage"
8358,8588,3,3,0,0,0,Can't stand that faggot.,"['ca', ""n't"", 'stand', 'faggot', '.']",ca n't stand faggot .
8362,8592,6,4,2,0,0,Can't take u coons nowhere &amp; I mean nowhere,"['ca', ""n't"", 'take', 'u', 'coons', 'nowhere', '&', 'amp', ';', 'mean', 'nowhere']",ca n't take u coons nowhere & amp ; mean nowhere
8399,8632,3,3,0,0,0,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again,"['ceasefire', '?', 'let', ""'s"", 'see', 'long', 'towel', 'heads', 'go', 'without', 'trying', 'attack', 'israel', 'cry', 'national', 'media', 'get', 'popped']",ceasefire ? let 's see long towel heads go without trying attack israel cry national media get popped
8402,8635,3,3,0,0,0,"Celtic means white trash. If someone says they're Celtic, it means they're white trash.","['celtic', 'means', 'white', 'trash', '.', 'someone', 'says', ""'re"", 'celtic', ',', 'means', ""'re"", 'white', 'trash', '.']","celtic means white trash . someone says 're celtic , means 're white trash ."
8445,8679,3,2,1,0,0,"Chasing these hoes, better get cash nigga","['chasing', 'hoes', ',', 'better', 'get', 'cash', 'nigga']","chasing hoes , better get cash nigga"
8461,8695,3,2,1,0,0,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,"['chicks', 'love', 'ugly', 'hipster', 'faggots', '.', 'prolly', 'cause', 'look', 'like', 'dad', 'never', 'life', '.']",chicks love ugly hipster faggots . prolly cause look like dad never life .
8463,8697,3,3,0,0,0,"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""","['chill', 'rt', '@', 'phillytheboss', 'ever', 'become', 'president', 'imma', 'ban', 'henny', 'america', '.....', 'day', ',', 'see', 'negroes', 'panic', '.', '``', 'gotcha', 'bitch', ""''""]","chill rt @ phillytheboss ever become president imma ban henny america ..... day , see negroes panic . `` gotcha bitch ''"
8473,8708,6,4,2,0,0,Chris Bosh bout to disgrace the trophy like a real faggot smh,"['chris', 'bosh', 'bout', 'disgrace', 'trophy', 'like', 'real', 'faggot', 'smh']",chris bosh bout disgrace trophy like real faggot smh
8484,8720,3,2,1,0,0,Clan of retards...,"['clan', 'retards', '...']",clan retards ...
8509,8745,3,2,1,0,0,Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav,"['come', 'nd', 'get', 'chicken', 'niggers', 'love', 'dat', 'chicken', 'popeyes', 'http', ':', '//t.co/yjfh2havav']",come nd get chicken niggers love dat chicken popeyes http : //t.co/yjfh2havav
8548,8784,3,2,1,0,0,Crew neck ass nigguh,"['crew', 'neck', 'ass', 'nigguh']",crew neck ass nigguh
8565,8802,4,3,1,0,0,Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,"['curse', 'avi', 'coke', ""'s"", 'fag', ""n't"", 'put', 'yet', 'http', ':', '//t.co/jhqpwop4wk']",curse avi coke 's fag n't put yet http : //t.co/jhqpwop4wk
8567,8804,3,2,1,0,0,Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;,"['cussed', 'fat', 'redneck', 'last', 'day', 'yolo', '@', 'shawnnasanford', '@', 'meganmonday13', '@', 'kelsss_lynn', '&', '#', '128514', ';', '&', '#', '128514', ';']",cussed fat redneck last day yolo @ shawnnasanford @ meganmonday13 @ kelsss_lynn & # 128514 ; & # 128514 ;
8575,8812,3,2,1,0,0,Cute ass niggah. http://t.co/h0SQoPTYfX,"['cute', 'ass', 'niggah', '.', 'http', ':', '//t.co/h0sqoptyfx']",cute ass niggah . http : //t.co/h0sqoptyfx
8588,8825,3,2,1,0,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,"['diversity', ':', 'chcgo', 'blck', 'pstr', 'flooded', 'w/', 'dth', 'threats', 'ovr', 'endorsement', 'gop', 'candidate', ':', '&', '#', '8220', ';', 'u', 'sellout', 'uncle', 'tom', 'ass', 'n', '*', 'gger', '&', '#', '8221', ';', 'http', ':', '//t.co/vcbwzkyedv']",diversity : chcgo blck pstr flooded w/ dth threats ovr endorsement gop candidate : & # 8220 ; u sellout uncle tom ass n * gger & # 8221 ; http : //t.co/vcbwzkyedv
8600,8837,3,2,1,0,0,"Dad just yelled out ""in bout to fry some chicken like a nigger""","['dad', 'yelled', '``', 'bout', 'fry', 'chicken', 'like', 'nigger', ""''""]",dad yelled `` bout fry chicken like nigger ''
8609,8846,3,2,1,0,0,Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,"['damn', '@', 'justdome_', '&', 'amp', ';', 'nigger', 'music', 'waking', 'whole', 'school', 'morning', '..', '&', '#', '128664', ';', '&', '#', '127926', ';', '&', '#', '128543', ';']",damn @ justdome_ & amp ; nigger music waking whole school morning .. & # 128664 ; & # 127926 ; & # 128543 ;
8626,8863,3,2,1,0,0,Damn hoe.. You so ugly even hello kitty said goodbye.,"['damn', 'hoe', '..', 'ugly', 'even', 'hello', 'kitty', 'said', 'goodbye', '.']",damn hoe .. ugly even hello kitty said goodbye .
8643,8881,4,3,1,0,0,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,"['dani', 'alves', 'pulled', 'hairstyle', '.', 'neymar', 'looks', 'like', 'faggot']",dani alves pulled hairstyle . neymar looks like faggot
8674,8915,3,2,1,0,0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.","['dear', 'utah', 'polynesians', ':', ',', 'stop', 'acting', 'black', 'speaking', 'ghetto', '.', 'speak', 'fob', ',', 'ai', ""n't"", 'ghetto', 'niggaz', '.']","dear utah polynesians : , stop acting black speaking ghetto . speak fob , ai n't ghetto niggaz ."
8684,8925,3,2,1,0,0,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.","['deedee', ',', 'patrick', ',', 'ed', ',', 'sheen', ',', 'timmy', ""'s"", 'dad', ',', 'beavis', '&', 'amp', ';', 'butthead', ',', 'peter', 'griffin', '.', 'list', 'mentally', 'retarded', 'cartoon', 'characters', '.']","deedee , patrick , ed , sheen , timmy 's dad , beavis & amp ; butthead , peter griffin . list mentally retarded cartoon characters ."
8692,8935,3,2,1,0,0,Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG,"['delete', 'bitch', 'ass', 'nigga', 'rt', '@', 'quanny_quan', ':', 'redskins', 'beat', 'us', 'delete', 'fucking', 'ig']",delete bitch ass nigga rt @ quanny_quan : redskins beat us delete fucking ig
8709,8952,3,2,1,0,0,Devin Hester's a bitch,"['devin', 'hester', ""'s"", 'bitch']",devin hester 's bitch
8744,8988,3,2,1,0,0,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,"['dis', 'broad', 'done', 'tagged', 'dis', 'nicca', 'n', 'video', 'sis', 'giving', 'dome', '..', '#', 'tragic']",dis broad done tagged dis nicca n video sis giving dome .. # tragic
8813,9058,6,4,2,0,0,Don't mind black people.....hate niggers!,"[""n't"", 'mind', 'black', 'people', '.....', 'love', 'niggers', '!']",n't mind black people ..... love niggers !
8891,9137,3,2,1,0,0,Dumb bitch https://t.co/We46wO15nI,"['dumb', 'bitch', 'https', ':', '//t.co/we46wo15ni']",dumb bitch https : //t.co/we46wo15ni
8900,9146,3,2,1,0,0,Dyke bitches kill me thinkin they really got hoes lol,"['dyke', 'bitches', 'kill', 'thinkin', 'really', 'got', 'hoes', 'lol']",dyke bitches kill thinkin really got hoes lol
8904,9150,3,3,0,0,0,EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV,"['eda', '!', '!', '2', 'queers', 'aa', '!', 'lol', '@', 'vbomb20', '@', 'gduenez', 'http', ':', '//t.co/gzzrzjvvlv']",eda ! ! 2 queers aa ! lol @ vbomb20 @ gduenez http : //t.co/gzzrzjvvlv
8906,9153,3,3,0,0,0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,"['espn', 'keep', 'hiring', 'dyke', 'bitches', 'gay', 'spanish', 'niggas', 'talk', 'sports']",espn keep hiring dyke bitches gay spanish niggas talk sports
8909,9156,3,2,1,0,0,Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,"['eagles', 'fuck', 'around', '&', 'amp', ';', 'lose', ""'ll"", 'kill', 'cracker', 'sophi', 'crib', 'smfh']",eagles fuck around & amp ; lose 'll kill cracker sophi crib smfh
8936,9183,3,2,1,0,0,Ebola sounds like a hood hoe,"['ebola', 'sounds', 'like', 'hood', 'hoe']",ebola sounds like hood hoe
8938,9185,3,2,1,0,0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt","['eh', 'bitch', '!', '?', 'worry', 'psychotic', 'ass', '.', 'looks', 'like', 'need', '``', 'saved', ""''"", 'noisy', 'bitch', '&', '#', '9996', ';', '&', '#', '65039', ';', '&', '#', '128139', ';', '#', 'cantstanducunt']",eh bitch ! ? worry psychotic ass . looks like need `` saved '' noisy bitch & # 9996 ; & # 65039 ; & # 128139 ; # cantstanducunt
8941,9188,3,3,0,0,0,Elizabeth is a.stupid hoe.,"['elizabeth', 'a.stupid', 'hoe', '.']",elizabeth a.stupid hoe .
8979,9228,3,3,0,0,0,Every gook in #LosAngeles should be deported or killed.,"['every', 'gook', '#', 'losangeles', 'deported', 'killed', '.']",every gook # losangeles deported killed .
8988,9237,3,3,0,0,0,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,"['every', 'slant', '#', 'losangeles', 'deported', '.', 'scum', 'right', '.', 'chinatown', 'bulldozed', '.']",every slant # losangeles deported . scum right . chinatown bulldozed .
8989,9238,3,2,1,0,0,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,"['every', 'spic', 'cop', '#', 'losangeles', 'raped', 'thought', 'raping', 'white', 'woman', '.', ""'s"", 'half-breeds', 'get', 'jobs', 'pigs', '.']",every spic cop # losangeles raped thought raping white woman . 's half-breeds get jobs pigs .
8990,9239,3,2,0,1,0,Every spic cop in #LosAngeles is loyal to the #LatinKings,"['every', 'spic', 'cop', '#', 'losangeles', 'loyal', '#', 'latinkings']",every spic cop # losangeles loyal # latinkings
8991,9240,3,3,0,0,0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,"['every', 'spic', 'cop', 'killed', '.', 'pigs', 'got', 'job', ""'get"", 'even', ""'"", 'white', 'people', 'never', 'anything', '.']",every spic cop killed . pigs got job 'get even ' white people never anything .
9007,9256,3,2,1,0,0,"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah","['everyone', 'calls', '``', 'b', ""''"", 'like', 'oh', 'wassup', 'b', '&', '#', '128524', ';', 'like', 'wassup', 'niggah']",everyone calls `` b '' like oh wassup b & # 128524 ; like wassup niggah
9011,9263,3,2,1,0,0,"Everyone tells me the exact same thing but I won't listen, coon","['everyone', 'tells', 'exact', 'thing', 'wo', ""n't"", 'listen', ',', 'coon']","everyone tells exact thing wo n't listen , coon"
9044,9297,3,2,1,0,0,Faggot ass bitch nigga,"['faggot', 'ass', 'bitch', 'nigga']",faggot ass bitch nigga
9057,9310,3,2,1,0,0,Fat ass hoe holding up the machine,"['fat', 'ass', 'hoe', 'holding', 'machine']",fat ass hoe holding machine
9058,9311,3,3,0,0,0,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.","['fat', 'ass', 'inbred', 'rednecks', 'like', 'paula', 'deen', 'breed', 'going', 'extinct', '.', 'mean', 'look', 'woman', ',', 'would', 'love', 'scale', '.']","fat ass inbred rednecks like paula deen breed going extinct . mean look woman , would love scale ."
9063,9316,3,2,1,0,0,Fat fucking funky nasty ass hoes,"['fat', 'fucking', 'funky', 'nasty', 'ass', 'hoes']",fat fucking funky nasty ass hoes
9065,9318,3,2,1,0,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY","['faux', 'noise', 'pundits', ""n't"", 'like', 'duck', 'molester', ',', 'pro-slavery', 'racist', ',', '#', 'homophobic', '#', 'teabagger', 'darling', 'phil', 'robertson', 'either', 'http', ':', '//t.co/5gt6zvgqxy']","faux noise pundits n't like duck molester , pro-slavery racist , # homophobic # teabagger darling phil robertson either http : //t.co/5gt6zvgqxy"
9066,9319,3,2,0,1,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr","['faux', 'noise', 'pundits', ""n't"", 'like', 'duck', 'molester', ',', 'pro-slavery', 'racist', ',', 'homophobic', 'teabagger', 'darling', 'phil', 'robertson', 'either', 'http', ':', '//t.co/xxehphwwwr']","faux noise pundits n't like duck molester , pro-slavery racist , homophobic teabagger darling phil robertson either http : //t.co/xxehphwwwr"
9085,9338,3,2,1,0,0,Feminist aka a bitch.,"['feminist', 'aka', 'bitch', '.']",feminist aka bitch .
9121,9376,3,2,1,0,0,First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,"['first', 'thing', 'hit', 'lotto', 'buying', '@', 'moniqueeedavis', 'two', 'fat', 'bitches', 'watching', 'eat', 'one', 'sitting']",first thing hit lotto buying @ moniqueeedavis two fat bitches watching eat one sitting
9128,9383,3,2,1,0,0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something","['flaming', 'faggots', 'publicly', 'state', 'want', 'everything', 'handed', '...', 'like', 'fuck', 'dude', ',', 'get', 'bottom', 'ass', 'something']","flaming faggots publicly state want everything handed ... like fuck dude , get bottom ass something"
9153,9408,3,2,1,0,0,For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,"['know', 'nigga', 'rapist', '.', ""y'all"", 'hoes', 'dumb', '&', '#', '8220', ';', '@', 'daniellathepimp', ':', '*', 'melts', '*', 'http', ':', '//t.co/rrrozn5bdy', '&', '#', '8221', ';']",know nigga rapist . y'all hoes dumb & # 8220 ; @ daniellathepimp : * melts * http : //t.co/rrrozn5bdy & # 8221 ;
9178,9434,3,2,1,0,0,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,"['fredo', 'bitch', 'ass', 'nigga', '.', 'niggas', 'fire', '20', 'shots', 'pops', ""n't"", 'get', '1', 'cuz', 'dropped', 'gun', 'smh']",fredo bitch ass nigga . niggas fire 20 shots pops n't get 1 cuz dropped gun smh
9206,9462,6,5,1,0,0,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!","[',', 'call', 'radical', 'muslims', 'niggers', '!', 'fitting', ',', 'racist', '!', 'racist', 'anyone', 'hates', 'america', '!']",", call radical muslims niggers ! fitting , racist ! racist anyone hates america !"
9222,9478,3,2,0,1,0,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,"['fuck', 'mlk', '&', '#', '8220', ';', '@', 'antsoo305_', ':', '&', '#', '8220', ';', '@', 'vonteeeeee', ':', 'lexii', 'keep', 'favoriting', 'coon', 'tweets', '?', '&', '#', '8221', ';', 'mlk', 'didnt', 'die', '&', '#', '8221', ';']",fuck mlk & # 8220 ; @ antsoo305_ : & # 8220 ; @ vonteeeeee : lexii keep favoriting coon tweets ? & # 8221 ; mlk didnt die & # 8221 ;
9224,9480,3,2,1,0,0,Fuck Ur god until dat faggot strikes me down,"['fuck', 'ur', 'god', 'dat', 'faggot', 'strikes']",fuck ur god dat faggot strikes
9228,9484,3,2,1,0,0,Fuck a lame nigga than you a lame bitch,"['fuck', 'lame', 'nigga', 'lame', 'bitch']",fuck lame nigga lame bitch
9242,9498,3,2,1,0,0,Fuck ass redskin corners,"['fuck', 'ass', 'redskin', 'corners']",fuck ass redskin corners
9247,9503,3,2,1,0,0,Fuck boi fag,"['fuck', 'boi', 'fag']",fuck boi fag
9256,9512,3,2,1,0,0,Fuck her pussy fuck her mouth fuck her ass cause she nasty,"['fuck', 'pussy', 'fuck', 'mouth', 'fuck', 'ass', 'cause', 'nasty']",fuck pussy fuck mouth fuck ass cause nasty
9272,9528,3,2,1,0,0,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,"['fuck', 'hoe', '?', '?', '?', 'thats', 'exactly', 'dese', 'hoes', 'doin', '.', 'gettin', 'fucked', 'nd', 'yall', 'niggas', 'one', 'blame']",fuck hoe ? ? ? thats exactly dese hoes doin . gettin fucked nd yall niggas one blame
9274,9530,3,2,1,0,0,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,"['fuck', 'nigga', ""'s"", 'shit', '!', 'olivia', ""'s"", 'pussy', 'got', 'fitz', 'going', 'batshit', '!', '!', '!']",fuck nigga 's shit ! olivia 's pussy got fitz going batshit ! ! !
9276,9532,6,4,2,0,0,"Fuck that niggah he so weak, he cant tell that you a freak","['fuck', 'niggah', 'weak', ',', 'cant', 'tell', 'freak']","fuck niggah weak , cant tell freak"
9295,9551,3,2,1,0,0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,"['fuck', 'u', 'niggas', 'gon', 'na', 'mfka', 'thing', 'oh', 'bitch', 'ass', 'wack', 'ass', 'nigga', ""y'all"", 'fake', 'ass', 'people']",fuck u niggas gon na mfka thing oh bitch ass wack ass nigga y'all fake ass people
9307,9563,3,2,1,0,0,"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""","['fuck', 'faggot', '``', '@', 'aloha_hoesss', ':', 'grow', 'rt', '@', '80sbaby4life', ""'m"", 'gon', 'na', 'old', 'ass', 'man', 'still', 'playing', 'video', 'games', ""''""]",fuck faggot `` @ aloha_hoesss : grow rt @ 80sbaby4life 'm gon na old ass man still playing video games ''
9308,9564,3,3,0,0,0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,"['fuck', 'fuck', 'stupid', 'cheating', 'bitch', 'go', 'lick', 'dick', 'die', 'ur', 'stupid', 'nigger', 'bitch']",fuck fuck stupid cheating bitch go lick dick die ur stupid nigger bitch
9309,9565,3,3,0,0,0,Fuck you ghetto ass coons,"['fuck', 'ghetto', 'ass', 'coons']",fuck ghetto ass coons
9322,9578,3,2,1,0,0,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin","['fuckin', ""'"", '#', 'faggots', ',', 'man', '.', '#', 'science', 'knows', 'fucks', 'ca', ""n't"", 'procreate', 'without', 'help', '``', 'breeders', ""''"", 'treat', '#', 'fancy', '?', '#', 'sin']","fuckin ' # faggots , man . # science knows fucks ca n't procreate without help `` breeders '' treat # fancy ? # sin"
9327,9584,3,3,0,0,0,"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA","['fucking', 'faggots', '@', 'dmvfollowers', ""n't"", 'live', 'dc', ',', 'maryland', 'va']","fucking faggots @ dmvfollowers n't live dc , maryland va"
9329,9586,3,2,1,0,0,Fucking gook,"['fucking', 'gook']",fucking gook
9332,9589,3,3,0,0,0,Fucking hate my coon ahh uncle,"['fucking', 'love', 'coon', 'ahh', 'uncle']",fucking love coon ahh uncle
9335,9592,3,2,1,0,0,Fucking redneck queers and their game invites,"['fucking', 'redneck', 'queers', 'game', 'invites']",fucking redneck queers game invites
9340,9597,3,2,1,0,0,Fucking with these hoes nigga don't be no dumby,"['fucking', 'hoes', 'nigga', ""n't"", 'dumby']",fucking hoes nigga n't dumby
9342,9599,3,2,1,0,0,"Fuckkkkk!!! My nig a g tho, he gonna come back","['fuckkkkk', '!', '!', '!', 'nig', 'g', 'tho', ',', 'gon', 'na', 'come', 'back']","fuckkkkk ! ! ! nig g tho , gon na come back"
9346,9603,3,2,1,0,0,Fuk wit a real nicca,"['fuk', 'wit', 'real', 'nicca']",fuk wit real nicca
9349,9606,3,2,1,0,0,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard","['funniest', 'yt', 'comment', 'ever', 'received', '``', 'niggers', 'gon', 'na', 'nig', '*', 'shrugs', '*', ""''"", '..', 'lmao', 'racist', 'muthafucka', 'caught', 'guard']",funniest yt comment ever received `` niggers gon na nig * shrugs * '' .. lmao racist muthafucka caught guard
9357,9615,6,5,1,0,0,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;","['geez', '.....', 'think', '#', 'northkorea', 'may', 'right', '.', '#', 'barackobama', 'monkey', '!', 'surely', 'acts', 'like', 'one', '.', 'http', ':', '//t.co/y09waoe4em', '&', '#', '8221', ';']",geez ..... think # northkorea may right . # barackobama monkey ! surely acts like one . http : //t.co/y09waoe4em & # 8221 ;
9372,9630,3,2,1,0,0,Gabby's a bitch and has two accounts,"['gabby', ""'s"", 'bitch', 'two', 'accounts']",gabby 's bitch two accounts
9386,9644,3,2,1,0,0,"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD","['gave', '``', 'move', 'lil', 'nigger', ""''"", 'push', 'smh', '..', 'http', ':', '//t.co/ekdsi8pqdd']",gave `` move lil nigger '' push smh .. http : //t.co/ekdsi8pqdd
9389,9647,3,2,1,0,0,Gay ass nigga &#128514;&#128514; bitch you thought you thought,"['gay', 'ass', 'nigga', '&', '#', '128514', ';', '&', '#', '128514', ';', 'bitch', 'thought', 'thought']",gay ass nigga & # 128514 ; & # 128514 ; bitch thought thought
9393,9651,3,2,1,0,0,George michael such a fag,"['george', 'michael', 'fag']",george michael fag
9418,9677,6,3,2,1,0,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable","['getting', 'hit', 'cunt', 'thats', '6', 'foot', 'sideways', 'cunt', 'army', 'lol', ',', 'dini', 'care', ',', 'yous', 'fuckin', 'laughable']","getting hit cunt thats 6 foot sideways cunt army lol , dini care , yous fuckin laughable"
9449,9708,3,2,0,1,0,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD,"['giving', 'trailer', 'park', 'trash', '.', '#', 'transformthursday', '#', 'ladykimora', '#', 'vegasqueens', '#', 'vegasshowgirls', 'http', ':', '//t.co/5bbmhaphrd']",giving trailer park trash . # transformthursday # ladykimora # vegasqueens # vegasshowgirls http : //t.co/5bbmhaphrd
9455,9715,3,2,1,0,0,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,"['god', 'would', 'sell', 'nuts', 'watch', 'lebron', 'tear', 'acl', 'right', 'watch', 'pussies', 'kill']",god would sell nuts watch lebron tear acl right watch pussies kill
9487,9747,3,2,1,0,0,Good Mernin faggots http://t.co/3ZPTPqFkTl,"['good', 'mernin', 'faggots', 'http', ':', '//t.co/3zptpqfktl']",good mernin faggots http : //t.co/3zptpqfktl
9488,9748,3,2,1,0,0,Good Morning to lightskin dyke bitches with Steven Segal ponytails.,"['good', 'morning', 'lightskin', 'dyke', 'bitches', 'steven', 'segal', 'ponytails', '.']",good morning lightskin dyke bitches steven segal ponytails .
9500,9760,3,2,0,1,0,Good morning coons.,"['good', 'morning', 'coons', '.']",good morning coons .
9559,9819,3,2,0,1,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.","['got', 'ta', 'love', 'rednecks', '.', 'loud', ',', 'stupid', ',', 'stubborn', ',', 'full', 'schitt', '.']","got ta love rednecks . loud , stupid , stubborn , full schitt ."
