,tweet,0
0,,Chicks love these ugly hipster faggots. Prolly induce they bet like the dad that was never in their liveliness.
0,,"Chill RT @PhillyTheBoss If I ever president Imma ban Henny from America..... For a Day, to see you negroes. ""gotcha"""
0,,disgrace Bosh bout to Chris the trophy like a real faggot smh
0,,Clan retard of retards...
0,,Come on nd that chicken niggers love chicken from http://t.co/YjFh2HaVav
0,,Crew ass nigguh
0,,because AVI for Coke Curse he's a fag and hasn't put it jHQPwop4wk yet http://t.co/on
0,,Cussed out by a redneck fat on day last the YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;
0,,t ass niggah. http://Cute.co/h0SQoPTYfX
0,,DIVERSITY: Chcgo Ovr Pstr Flooded w/ Dth Threats Blck http Of GOP Ass: &#8220;U Sellout Uncle Tom Candidate N*gger&#8221; Endorsement://t.co/vcBWzkyeDv
0,,"pop just cry out ""in bout to fry some chicken like a nigger"""
0,,Damn @JustDoMe_ &amp; blame his nigger music waking up the whole school in the morning .. &#128664;&#inward 127926;&#128543;
0,,Damn hoe.. You so ugly kitty hello even said goodbye.
0,,Dani pulled off that hairstyle. Neymar just looks like faggot
0,,"Dear Utah Polynesians: Again, acting black and speaking ghetto. FOB, you ain't ghetto niggaz."
0,,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded merely cartoon simply characters."
0,,Delete my you bitch ass nigga Quanny_Quan @RT: If the Redskins beat us I will delete now fucking IG
0,,Devin Hester's a bellyache
0,,Dis tolerant done tagged dis nicca n a video of his ti liberal dome .. #Tragic
0,,Don't mind black people..... niggers!
0,,dense bitch https://t.co/We46wO15nI
0,,Dyke bitches kill me thinkin lol really got hoes they
0,,EDA!! The two queers at AA! lol @Vbomb20 @GDuenez http://t.cobalt/GzzrZjvVlV
0,,ESPN keep hiring these Spanish bitches and gay dyke niggas to talk sports
0,,Eagles fucking around &amp; lose it'll be pop the snapper at the Sophi crib smfh
0,,Ebola like a hood hoe
0,,"Eh bitch!? How about you worry about your from psychotic ass. Looks being you need to ""be saved"" own like a bitch noisy &#9996;&#65039;&#128139; #cantStandUcunt"
0,,Elizabeth is a.dazed stupid hoe.
0,,Every gook in #LosAngeles should behave be deported or killed.
0,,Every weight in #LosAngeles should be acquit. Those scum have no correct to be here. Chinatown should be bulldozed.
0,,Every spic cop in #LosAngeles has raped or has thought about rap a bloodless woman. That's why those half-breeds catch jobs as raven.
0,,represent Every spic cop in #LosAngeles is loyal to the #LatinKings
0,,Every spic cop should take be killed. Those pigs only got their job to 'get even' but white people never did anything sloven to them.
0,,"Everyone calls me ""b"" they like oh wassup &#; and I be like wassup my niggah"
0,,"Everyone state me the precise same thing but I won't listen, coon"
0,,Faggot ass nigga bitch
0,,Fat ass hoe holding up the auto
0,,"Fat ass inbred rednecks look would Deen that breed that are going extinct. I mean like at are woman, I Paula hate to be her scale."
0,,Fat fucking foul funky nasty ass hoes
0,,"Faux Noise savant don't like evade molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.cobalt/5gt6ZVgqXY"
0,,"Faux Noise pundits don't corresponding duck molester, pro-slavery racist, homophobic teabagger beloved Phil Robertson either http://t.Colorado/xXEhPHWWwr"
0,,Feminist a bitch.
0,,First thing I do I hit the is buying @moniqueeedavis two bitches and watching her eat both one sitting
0,,"Flaming that publicly how they want everything handed to them... Like fuck you, get off your ass and do something"
0,,For all we melts* 8220 nigga a rapist. Y'all hoes dumb &#this;@daniellathepimp: *know http://t.co/RRROzn5bdy&#8221;
0,,Fredo was a ass nigga. How niggas fire over 20 shots at his pops but he didn't get he dropped the smh
0,,"From result now on, I will call leave all radical MUSLIMS niggers!
theme It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!"
0,,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon proceed tweets ?&#8221; MLK didnt die for pass this&#8221;
0,,nooky Ur god until dat faggot strikes me down
0,,Fuck a lame nigra than you a lame bitch
0,,Fuck ass eff redskin corners
0,,Fuck boi drudge fag
0,,Fuck her pussy know her mouth fuck her arse cause she nasty
0,,Fuck that hoe??? thats exactly bonk what dese hoes doin. Gettin fucked nd yall niggas the one to blame
0,,Fuck that nigga's shit up! hump Olivia's pussy got Fitz going batshit!!!
0,,"Fuck that niggah he so he, weak cant tell that you a freak"
0,,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga arse y'all some fake ass spade people
0,,"Fuck you faggot ""@Aloha_Hoesss: turn up RT @80sbaby4life I'm gonna be an old ass man motionless represent video games"""
0,,Fuck you fuck you you stupid cheating decease bitch go lick a dick and die ur a stupid shaft nigger bitch
0,,Fuck you nigger ghetto ass coons
0,,"Fuckin' #faggots, man. # knows these FUCKS can't procreate without the of """" but we treat them #? #sin"
0,,"Fucking faggots @DMVFollowers aren't from live or in DC, Maryland or VA"
0,,gook Fucking
0,,coon hate my Fucking ahh uncle
0,,Fucking redneck queers and their crippled invites
0,,Fucking with these nigga don't be no dumby
0,,"Fuckkkkk!!! My nig a gigabyte tho, he gonna come punt"
0,,Fuk witticism a real nicca
0,,"gonna yt comment I ever received was ""Niggers Funniest nig *muthafucka"" .. lmao racist shrugs* caught me off guard"
0,,"GEEZ..... I think #is y09Waoe4EM be right. #BarackObama NorthKorea a monkey! Surely acts like one. 
 http://t.co/may&#8221;"
0,,Gabby's a and bitch has two accounts
0,,"hold her that ""incite it lil nigger"" push smh.. http://t.co/EKdSI8pQdD"
0,,Gay ass nigga &#128514;&#128514; intend bitch you thought you thought
0,,George such a fag
0,,"Getting hit acquiring off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, snatch yous are sideway fuckin laughable"
0,,break you that trailer park chalk. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD
0,,God today I obliterate would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
0,,secure Mernin faggots http://t.co/3ZPTPqFkTl
0,,to lightskin dyke bitches with Steven Segal ponytails.
0,,ringtail Good morning coons.
0,,"Gotta love rednecks. forte, stupid, stubborn, and full-of-the-moon o schitt."
0,,Happy Columbus Day! Even #BillMaher likes #cocaine and #!!! What the is wrong with you #? #moron #retards....
0,,Happy birthday to ringtail this coon ass nigga buckcity @ThatLatsonKidd
0,,Happy first Day of college nigger @MorbidMermaid
0,,Hate this butch dyke
0,,Have you Eva asked a dey got sum fake designer frm
0,,"He ain't dirt girl, &#128175;he a bitch make nigga !"
0,,Heard that bitch gtta boss for them thang niggas
0,,"Hey @nigrify RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct former yourself"
0,,Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was piss death threat against his goat shtup mass. Fuck him.
0,,". @. be like a stupid white bitch in some horror movie asks #America to hide #ISIS behind some chainsaws. M,kay?"
0,,"His is ass smile, his eyes big chink."
0,,Hitler didn't it. Can. If a nigger ur confronts u in the street what then.
0,,"Hoes thnk they ""won"" when the nigga thats ridin the debate get-go givin them a lil aid... what u won hoe? axerophthol wishywashy nookie nigga? Oh."
0,,Holder&#8217;s Justice 7vH4tyPMht Isn&#8217;t Interested in the Facts in #Ferguson http://bitches.co/race These Department hustling t are DISGRACEFUL.
0,,Hood niggas and love emojis lmfao
0,,I octad ain't been to the about fair since I was ground like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me
0,,I already know you trash if being tatted matter is on the list of things number you want in a nigga..
0,,"I sayin I'm drinkin everyday but then one of my friends hit me up like "" gotta"" and faggots turn down free beer"
0,,I be waking up on some new fuck like shit that bitch shit
0,,I bet you think you a no-chill savage huh. Fucking faggot @barbaric KILLSemaj
0,,I can't blow or whistle. I'm basically retarded.
0,,axerophthol I can't fuck a scary hoe.
0,,here can't fuck any ol bitch niggas be desert dicks out I&#128557;
0,,for didn't wife all other bitches nigga my forsake to be getting fucked on by another I. and you know she married? you gotta die.
0,,I do da flow in temple today fo. And dat Jew wit the funky tell me I subhuman. me I no mo human den a monkey
0,,1 dont even pronounce nigga i order nigger. Im like Chuck Norris. I say the nigger word without discipline over my shoulder.
0,,"I feel sorry for mexican and, they got worse shaped bitches on earth."
0,,I forgot how Well trash Texarkana was... white it is arkansas so.... &#128514;
0,,I fucking hate you niggers bruh... http://ass t.co/OeTK4f94BO
0,,I hate all these industry fags. I hope they industriousness all get the Nigerian iodine Summer Flu
0,,I hate dumb one bitches
0,,I hate fat 
0,,"I hate that my mom aver she trying to move out here... wish cunt the only reason your ""stress"" is because you don't have a station to live.."
0,,I hate the ghetto trash at the shoal special school across the street from my building. construct All of them will grow up to be criminals.
0,,I hate trash white the cops who raped and murdered my infant daughters son and.
0,,I hate when Negro people try and be blank so bad ... Your a nigger
0,,"I hate when people secernate me I have to many tattoos, and they cook me flavor ugly. Like bitch bonk you"
0,,I when white trash try to act like they're equal. It only makes it that clearer how white they are.
0,,I hate you niccas! http://t.co/NqSYeQhGOZ
0,,I hope you bitch eye cancer get.
0,,I just wanna twat this mf throat
0,,I want to punch you in the throat you my order wrong stupid bitch at sonic
0,,I know righttt RT @: I hate fat bitches
0,,I knows y'all stead white folk only be playin wit me. I colored and I knows my i place
0,,I like Chinese buffets but the hate all I chinks
0,,I like how niggas astatine try i an come at me and im like do it then bitch and they dont do shit. Pussies
0,,I hoes taking niggas like but I stop doing that &#9995;
0,,I love all people for who they are but there's this I pansy that exit to my school that can captivate a ninja star to the grimace ASAP
0,,I love fuckin wit people. I givin ass nigas old as crackers wit expired cheese be callin me like&#8221; nigga im goose
0,,I missing something of allege my ofay friends. Day all scared by da recent happenings. Don't aver chu worry...ol Lamar say iodine you like da colored folk
0,,I require to schmooze with @SpaceJam_Teeg . Where dat nicca at? Lol
0,,I never had any champion the entire clock one lived in #Virginia. No one was cool to me. I hope those Caucasian chalk Southerners all die.
0,,I prefer Jameis Winston to not speak on telecasting at all. blasted coon.
0,,I rattling drive upset when my lightskin Friend have another cute shadow hide sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;
0,,I really just need to kill some towel direct terrorist already &#128530; can high school be over now please?
0,,I still think snap chat for Schoolers and High faggots
0,,"I swear these anon protests go to fags just to take pictures to Twitter to post. ""Look, I was there...Like me"""
0,,"I dat @Miss_Facetious me a nigger!
What move away from da dark side mean?"
0,,I think nigga retarded G
0,,"I calling you faggot, but you are one lol."
0,,"I wish @tyga would stop making music, rack city was fucking awful. Get fuck outta michigan."
0,,"I batch wonder if that Latino strategy is working?@TPM: GOPer along doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb"
0,,"I would like stupid apologize to I I have called fat, to, gay, nigger, jew or retarded. Fags am truly sorry.... 

JK 

Just trolling

anyone"
0,,I'm already timeworn and mr dazed af decides to point us a video on trigonometric notions so um yeah iodin just want to say you're a hoe
0,,"I'm going to sell my iPhone and fag both my Macs, I don't support faggots."
0,,I'm just upset they got faggots this show
0,,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop Indiana the champagne Champagne American queers. We have arrived."
0,,"I'm not weird, you're just a ampere faggot"
0,,I'm obviously not talking CoD because that game is queers.
0,,I'm seeing more &amp; more up migrating further niggers liberty rd... smh
0,,I'm u sick of so niggers...
0,,"I'm nig to not like meek, this starting a lil to arrogant for me"
0,,I'm sure @teabaggers would add this helpful parenthetical explanation if these were redneck peckerwood AFP. t://https.co/zkqg5WfE5R
0,,"If a spic ever talks to a mortal white person and the white person kills somebody them, it's self defense."
0,,"If some one isn't an Anglo-Saxon Protestant, they have no compensate to be alert in the uranium. None at all, they are foreign foulness."
0,,If someone is part of 'James X' occlude then he's a white trash cultist.
0,,If yer gonna continue go be I've contrarian bitch... to die then. a no time for such trifling!
0,,"If you kill that cops and cracker babies, what next?????? Black states, white states, and backwards states? Isn't all moving Latino?"
0,,"If you say any of the following row the convo is over: nigger, nigga, swag, yolo, cigaret, slow."
0,,"If you would have followed snowy George Washington in think 1776, it means that you're white trash."
0,,Im soooooo wear of this putz dyke demo up on my fb feed. Real studs dont fucc niggas. fair be bisexual.
0,,Ion guardianship fuck that hoe &#9996;&#65039;
0,,Iont see how some of you coon fags!!
0,,exist there a full Moon out? #CrazyAssholes out in replete force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mode to obligate.
0,,"It t AGAIN!! Black pack should ""whitey."" This beats make national news. http://happens.co/izKoA2Xb"
0,,It really is too unsound that #California had poof marriage constrained upon her after her citizens declared it illegal.
0,,It stinks in here must be stern then pussy ass mephitis niggas talkin shit #tomyfacebro test me
0,,"It was nice of you to unfollow me, pansy"
0,,a It's lot of Uncle Tom ass niggas out here.
0,,It's levels to my bitch you can't fuck her nigger nigga cause yield she like red bottom penetrate you can't afford her nigga she got Benz you riding honda accord
0,,It's so when you bitches talk to guys w/ girlfriends so to do to another girl
0,,It's this dyke chick cut pilus hair in the barbershop look just like Future
0,,"It's time to mock ""Halftime in America."" How 'bout ""Wake up ingest America,"" we have radical leftists running the country. http://t.clock co/9Eyi0K8w"
0,,It's unbelievable to me that there are Americans refused who to kill Americans okies. That means all the weak willed trash.
0,,Jai may gain an appearance at the party... love that moil
0,,"Jason admitted you're a stay up bitch lol, which you are. conceive you're so much honorable than everycunt, naaaaa"
0,,"Jennifer Lawrence's nudes sooooo codswallop. Im inactive smashin though, no doubt"
0,,Johnny - I could be a nigger for day: http://t.co/JPKdkpbjxh
0,,Johnny Rebel - Quit your bitchin' nigger!: insurrectionist http://t.co/uCGhrY7zGe
0,,"to get u mad your search bar on here and search ""stupid"" &amp; hop on somebodys head then mention me lol @stonethegreat23"
0,,"scarcely watched the scene in nought dark thirty where they pop Osama's bitch ass 
#U #randomness #A"
0,,Kanye west is a queen
0,,Karmas soon bitch and so are real. You'll be getting along just fine you a.
0,,Kick dem fucc niccas da spot
0,,Kim Kardashian look like a tranny surgery all that with
0,,"Kip Tokuda, yellow guy niggerize the Seattle PD, died. Too bad there's another hiding in the wings replace him."
0,,Know why the ultimate warrior died? God fag #toosoon ? He an anti-gay so a little light jokes are 
0,,ass nigguh
0,,Lakers are right now.
0,,recently night phone convos with my hoomie that nigga a ooze
0,,Lemme incur out that bitch nigga talking shit
0,,nigger and justice for you RT @ThatAngryNigga Go get me a sandwich Liberty or I'll kill all
0,,Literally every man in my fam nab a unsound clean bitch as a wife. I ain't yet boutta break-dance da chain. Unless a latina comes around
0,,Little fucking same gook who smells like reckon shit. An than thinking they're the motherfuckin boss. THE FUCK!
0,,nigga Lebron's expression says it all RT &#8220;@GSGhiZMdmW: This Lmao is a fuckin faggot https://t.co/InkMyHoleBody&#8221;
0,,Lmao RT @Handsomeesco_55 If u hot humour ya girl and u do sweetheart u a faggot
0,,Lmao let these hoes be Savin ain't no hoes nem
0,,Lmao! You niggas regionally nowadays picky enjoin about hoes now. Just say anything on Twitter. Makes it's fun tho
0,,Lmaooo RT @Handsomeesco_55 She pickles tranny if of can open a jar she a by herself
0,,Lol Nicca dime game arrest soo much clout niccas goin to da store to buy essence die
0,,Lol RT @JayFucknHarris: Youuuuu stimulate niggas but I don't got beef
0,,drop you're a cunt liar and I hope you Lol dead k :-)
0,,"Lol, so since I'm from the south unity automatically legal like a hump redneck. Hahahaha how about fuck you, stupid backside."
0,,"Look at this coon nigga here..... Standing on a damn toilet, for his manhood...&#8230; http://.co/3WyPsnRLu3"
0,,"Look at this little pansy.
""@Kellz622: assure her she's beautiful as much as you can. It'll produce her smile"""
0,,"Lynch mob toughie threaten Zimmerman jury; &#8216;N*ggas descend for that gripe ass&#160;jury&#8217; HTTP://t.co/XY6v2YtyAS The hatred won't stop flow,,#War"
0,,@Fugazi3011. Ducked me like a true hick. Would have split white trash faggot 
0,,Man iodine swear today's like nation score tony while he's ride day.... This chink almost smashed into me...
0,,Mayweather is a pussy hes only gain cus he pick his press and he picks the cipher fighters . #fightPacquiao @FloydMayweather
0,,one pipe self defence beating: http://t.co/Gk5wbObJTC This is Mcdonalds nigger who's hand I would shake. That's how with deal you sheboons.
0,,Members of non-traditional religion religions are all sub-human trash.
0,,"Michael Sam being SAM cut further proves that we fags don't belong in football or #NFL, IT it is a heterosexual sport for heterosexuals."
0,,Minus all the negative retarded poor bots.
0,,Most niccas better but always n the limelight
0,,have a light hoe &#8220;@CampaignMindy: wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/&#8221;&#8221;
0,,My advice t the day: If your self tranny.....go fuck your a! http://of.co/W5G2zhZkU6
0,,My Best champion loves Justin beiber what a fag &#128557;&#128514;&#128557; @Cryystalina
0,,My follow doctor tonight formerly is such a miserable cunt. Even my nurse is pissed off. She's been here since 7PM and hasn't come to see erstwhile me once.
0,,My eyes so feel chink eyed
0,,My managers a stupid IT cunt yes I said it
0,,My exist neighbors be sick upwards when i wake um up to all this nigger music ctfu
0,,My nig jus aforementioned ain't nuttin defective den a fat loud hoe.tru fuckin chronicle
0,,Naw RT @BakeGriffin Am single the only ace mad that ESPN gonna be talk about poove ass Penn State all week?
0,,Need a bitch to motivation drop it down for a niggah
0,,Next time u succeeding gone call a darky a nicca..call DAT dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
0,,Nigga just had them crackers a on chase.
0,,niggah niggah don't believe me just wacthh...
0,,Niggas actin like hoes most of em hoe bitches
0,,"are so fucking gay... And they try to cancel it out by saying ""nah were bros"" you a faggot bruh"
0,,Niggas be in when they find out hoe fuckin another nigga #StopSavinTheseHoes
0,,deserve Niggas better bitches
0,,Niggas sleepin with bitches grandmas??? Lmfao maury fraud af
0,,Niggas these wigs more than bitches wear days.
0,,/bitches cheat cause mf's always they gettin played
0,,"No half-breed spick-and-span has any rectify to aver anything to any Anglo ever, and should be defeat for doing so."
0,,No one goes into psychiatry to help. Those people are all immoral. Everyone in that field pure trash.
0,,"nigglets police department that hires gypsies, half-breeds, and No should be trusted."
0,,"No these are only whites pies.
do Well you have any negro pies?"
0,,"No. Its wrongly to try to change #pouf&gt; There is no ""therapy"" so #tcot should understand and empathize like they are #decelerate&gt;"
0,,None of us went to these establishments so we're not as superior as these fucking...
0,,"Not All Straight Men - I am frustrated. Unlike OKCupid, folks don&#8217;t have the ability to block... http://t./"
0,,"Not trying to follow any, no offense ..."
0,,robin OMG @FrannyHilIson: @down pattiemallette ugly faggot. Your a bad mother. You should kill yourself like Robin Williams
0,,"Obama&#8217;s faves: Muslims, bleak ghetto shabu http://t.co/qTfjRAijwn via @worldnetdaily"
0,,Of feed my #religion for #baseball is off this year. BECAUSE OF #BARRYBONDS you blasted retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
0,,Ok. Did this bitch just say think she.said? I believe u just urself dumbass
0,,Omg!!! You won't say ass to dramatic face! Stupid ass hoes talkin shit!!! Imma whoop her it!!! *over my teenage girls*
0,,On UPenn campus all the pitch-dark skirt here are deoxyephedrine but they're gonna be paid
0,,Only rent Americans would hire white trash with ties to international terrorism as police officers.
0,,Only ds's use white faggots
0,,"Only fags say ""swag"" wear shits mad retarded."
0,,Only retards retweet retard fuckry
0,,Only trash watch football.
0,,Only white trash would call slants and moslems their equals.
0,,"word I can on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder blows, IMO."
0,,Or the teach might get u got RT @abstraktalante: power I really hate a disrespectful ass bitch in power class. The professor is aweless talking you STFU bitch.
0,,OR Oregon losing IN OREGON ahhhahahaha faggots
0,,"Pantera - 5 Minutes Alone http://instant t.co/SrN5Yc16 @chrisrock 5 minutes, pussy smash boy..I'll crush you."
0,,"Peace fags, just I'm best Lux support NA. Drop pick and Kakao up TSM."
0,,Pennsylvania is white trash and so are all.
0,,People are fucking retarded 
0,,People retarded more and more get everyday
0,,People on this site are fucking retarded 
0,,"People who enjoy like shows @SouthPark and @FamilyGuyonFOX Usually douche bags. are white trash, too."
0,,"People who California go to church in Hollywood, CA are all white trash filth."
0,,People who grow their own but are nothing vegetables common peasant trash.
0,,People are live in #theNetherlands who unwashed trash.
0,,and who are #roleplayinggames play human filth People don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.
0,,Phillip Rivers look like corresponding he lack almost wants to call dude a nigger for that bad play
0,,"Playing to white guilt lasted one finally sentence, whitey felt 'absolved', it ends today. It terminate in the study/suburbs of Pennsylvania."
0,,"Pop a nigguh, sound vocalize like crisco"
0,,Porch 4 monkey Life
0,,Punk ass broke.
0,,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz realise conservative as the Democrat Party encounter blacks. As their slave property. #tcot"
0,,"RT ""@TIMAtheRACER: thigh-slapper do we have another nance? &#8220;@ShinobiCelsius: TIMAtheRACER thigh-slapper do we have another Cam hater? lol&#8221;""&gt;&gt; dat clotheshorse is prissy"
0,,"ampere RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , so don't A bring no ice in this bitch &#128130;&#8221;"
0,,RT @602StrangeAngel: Your stagger Swags off fag sauce
0,,RT @A1lovely_: At least say im crazy...some gotta out a bitch wild when she shooting at they &#128514;
0,,"RT @ASAP_Ford: I hate when a nigga Nigga me ""Where the hoes?"" .... ask idfk !"
0,,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee isn't redneck a racist terminus? So weary of these race baiters.
0,,Annnna_dav69 @RT: I hate trailer trash &#128567;
0,,"RT @AnthonyBialy: swell, Maryland is just a lot of hateful rednecks, anyway."
0,,RT @Arbogucci: Brandon Phelps a hoe ass nigga And alike wen I see coon him I'ma smack him like da lil bitch he is #300
0,,Wait @AriesSpears: These young cats being drafted in the find today are these lotto tickets! RT till walking niggas NBA out that pussy come&#8230;
0,,RT @AssholeOfDaYear: Rudy cheery a faggot for not changing his endure name once he induce money.
0,,Hate @Asshole_God: RT fags? The answer's yes.
0,,RT @AyeeDeb: Ray J is the perfect exemplar of what occur when you apply a lame nigga some pussy.
0,,RT @BALTsneakerShow: Water is sloshed. RT @202SOLE: Nike DC is methamphetamine.
0,,RT @BadNewsAli: Look at ya boy @Quanb24 8230 @DrydenNeal: Nigga a faggot RT @Chance: Bruh RT @worstrapIyrics: So_Leaux The Rapper http://t.co&#RT;
0,,"RT @Beaadawgg: Why do the flashy, very ghetto girls perpetually generate the most likes and comments on insta? Boys up and down their fancy a&#8230;"
0,,"RT @BenjaminNorton: Remember the ""yellow pray"" badge used? 
Israel is making Muslim women carry a yellow Nazis order to badge in Al-Aqsa.
h&#8230;"
0,,"RT @Bidenshairplugs: Anybody shabbiness who trashes their own neighborhood after a perceived injustice unjustness is a fucking moron. 

#Ferguson"
0,,RT @the: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to shoot this pussy! Ima beat his face into asphalt BlakeAnderson21 t ...
0,,RT @: Beyonc&#233; is trash.
0,,@: chava needs to stay his lane and keep sending gyro to you dont want it with the big boys dirt infest ass beaner
0,,RT @Buckm00se: if i dont cause drafted for the squad we gonna have some problems drop the queer Savior
0,,RT @Buckm00se: pop this beaner
0,,RT @http: who else hated this bitch nigga ?? CHlLDHOODRUINER://t.co/8jwGmV4Yet
0,,"RT @deplete C_Phil_13: Man... I was trying to eat &#128555; ""@kylegotjokes: ""Nigga you said CO it was bitches out here, I showed up for nothin!"" http://t.tabu co/u&#8230;"
0,,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I Tim Ross is a nigger
0,,RT @Carlozxivir: @VocaToaster ching chong
0,,RT @CheyenneWright_: @villasenor_30 it means you're a poove lol
0,,RT @ChiefKeef: Dat bitch Katy Perry derriere Suck Skin turned Of my Dick
0,,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 well he is Genos. So he the ultimate faggot&#8221;
@elmaestro1 got show this how to &#8230;"
0,,wanna @Chvntre: sometimes I RT this cut upper bitch but I don't know if she's special ed or not
0,,RT @ClassicBray: Lmaoo rig RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? rigging http://t.co/guMZewrpy3
0,,"RT @CloutGod: Horrible rapper #1 Tyga - Most trash rapper "" want a nigga, corn on the cob"" I my mom I heard him&#8230;"
0,,RT @Comp10Tx: Lowkey visit that faggot a faggot.
0,,"RT @Coolie_GBE300: mustiness It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin kitty dick."
0,,RT @derive Cougar745III: this girl comes into class pulling with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#AMP 8230;
0,,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow uracil really gonna wetting ou.. Nvm RT @MsJoseline: Ion ask ace fuc nig HTTP:&#8230;
0,,"wit @Cuzimdaddy_: !!! @dis is 5feet_0inches wrong??? ""@_100d: If you fuck RT a lame nigga you a lame bitch"""
0,,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ crop holy fucking tittyy shit
0,,RT @DRNRDX: @BrandonFxrd you're not boy looooool http://t.co/TocJ1WxRYK
0,,"RT @to: Shawty said you understand gone not america unless you went DaTbOySmOkEyy a PWI school, crackers already brainwashed her smh lol"
0,,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! ass all those prick. They're coon, they all look alike to me."
0,,RT @DefendWallSt: Tell me how you really finger. RT @1SleepingGiant: those little #Isis faggots usually have udder over their point anyway.
0,,petty RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little amp cunt and too too young to even know what little real rock and rol&#8230;
0,,RT @And: I don't support that ya idiot. DestroTheNoble if I'm a nekolin you're being teabagged. #OpenWide @teabagger @1SleepingGiant
0,,RT @DivaMonRoe2uHoE: Niggas always wanna talk incessantly about how God is against gays.. What about that exhaust pussy you was eating last night? Ain't God ag&#idol 8230;
0,,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was folderol
0,,RT @: what the fuck is this disgusting nigger from the movie phillips on red carpet for the what the fuc&#8230;
0,,RT @: don't fuck with these hoes &amp; I don't fuck with niggas fuckin these hoes
0,,RT @ErikCochrane: @ &#128514;&#128514; my nig
0,,"RT @ExquiZiteBeauty: &#128584;&#;&#128584; RT @iDocLyfe: Gave that "" it lil nigger"" smh.. http://t.co/eYbWLVukim"
0,,RT @FAAMMoverALL: This nigguh Chris Paul
0,,"RT @FaZeDedo: To the rejects constantly call my house and are threatening to rape my mom, karma's a bitch. Rot,."
0,,RT @FeelinYurTHROAT: Don't view me you beta vigil your bitch nigga!
0,,RT @FemsHaveBallz: You can no longer group a business retards America unless it's deemed acceptable by 1 political run 8230 n known as democr&#of;
0,,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So pauperization all the motivation hoes stay Mirin ;p 
Alright, later&#8230;"
0,,this @Fucking_Garza: sleep wanna I but I'm outside with RT nigger lol trying to hang him
0,,RT @FunSizedYogi: @TheBlackVoice well how than will white ppl get us our forget to ho past other else to paint a pretty picture of horrific&#8230;
0,,https @FunnyPicsDepot: White trash warfare pt 3 RT://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;
0,,RT @FunnyPicsDepot: pussy ass nigga http://t./lXONrmTQTK
0,,RT @GMB_Ace: I'm a Get Love nigga So da hoes Money me
0,,RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and amp loud colors!!! You look like a fag! &#ampere 128557;
0,,RT @: Mfs still in the same spot as 3yrs. Beefing with same nighas. with the same hoes. from the same restau&#8230;
0,,RT @HeidiL_RN: Fuck Mohammedanism you pigfucking scrap troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza
