,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
6247,6427,3,2,1,0,0,"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!"
6263,6443,3,3,0,0,0,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.
6268,6449,3,2,1,0,0,@jmellor432 fag
6271,6452,3,2,1,0,0,@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite
6275,6456,3,2,1,0,0,"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch"
6289,6470,3,2,1,0,0,@joshgnf @brana_nv @define808 @ironbjk @mrjstn oh shut up faggot get a disease overused on twitter
6304,6485,3,3,0,0,0,@jumpmastere8 @dmcgowen1776 @visitorvisiting its retarded
6307,6488,3,2,0,1,0,@just_joshin7 fag.
6348,6530,3,2,1,0,0,"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes"
6378,6561,9,6,3,0,0,"@kcSnowWhite7 @SamSaunders42 don't forget nappy headed, butt ugly bitch, who's married to a Muslim"
6382,6565,3,2,1,0,0,@keltor_wade nah dude mostly just sound like a faggot
6397,6580,3,2,1,0,0,@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to
6416,6599,3,2,1,0,0,@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga
6443,6626,3,2,1,0,0,@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life
6453,6636,3,2,1,0,0,@kieffer_jason here let me say it more clearly since your retarded ass don't understand
6454,6637,3,2,1,0,0,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up
6460,6643,3,3,0,0,0,@kieffer_jason lmao why ur dad raised u to be a bitch made nigga
6468,6651,3,3,0,0,0,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
6469,6652,3,2,1,0,0,@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy
6486,6669,3,2,1,0,0,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u
6487,6670,3,2,1,0,0,@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3
6500,6683,3,2,1,0,0,@kincade00 shut up bitch for I spit on you
6508,6691,3,2,1,0,0,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him
6511,6694,3,2,1,0,0,@kirstynehbu faggot
6512,6695,3,2,0,1,0,@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers
6514,6697,3,3,0,0,0,@kitten_nugget69 stfu dyke looking hoe.
6515,6698,3,2,1,0,0,@kittty_jpg @SteeZeyFLOW @nosfiend215 at least im not black bitch your parents left you in the mcdonalds parking lot after you were born
6520,6703,3,2,0,1,0,@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.
6525,6708,3,2,1,0,0,"@kmdk83 @BeautifulMined
I hopes dis ain't cause he colored cause I knows he be actin all nigga like"
6528,6711,3,2,1,0,0,@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha
6529,6712,3,2,1,0,0,@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash
6532,6715,3,2,1,0,0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke
6536,6719,3,2,1,0,0,@kyleefagnola call him a cock blocking faggot
6555,6740,3,2,1,0,0,@lcxancilleri faggot
6556,6741,3,2,1,0,0,"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy"
6557,6742,3,2,1,0,0,@leiacatherinexx don&#8217;t be a hurt little faggot
6558,6743,3,2,1,0,0,"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta"""
6574,6759,3,2,1,0,0,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape"
6591,6776,3,2,1,0,0,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot
6596,6782,3,2,1,0,0,@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;
6602,6788,3,2,1,0,0,@lucas_wright955 @MichaelGT03 faggots
6607,6793,3,2,1,0,0,@luvvida You're right.. I be around my nig....
6622,6808,3,2,1,0,0,@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;
6623,6809,3,2,1,0,0,@mah5H stfu white trash
6626,6812,3,3,0,0,0,@maliktender gayer then 2 faggots in bed together&#128129;
6630,6816,3,2,1,0,0,@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?
6640,6826,3,3,0,0,0,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.
6641,6827,3,3,0,0,0,"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy"
6650,6836,3,2,0,1,0,"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!"
6671,6857,3,2,0,1,0,@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.
6675,6861,3,2,1,0,0,@michaeldbirch What else do you expect from that nigger lover?
6683,6869,3,2,1,0,0,"@midgetmadz shut your dirty dirt trap you limp knees, ashy footed, blue balls, isolated hamster wheel, no nipples bitch"
6685,6871,3,2,1,0,0,"@mike_ray7 congratulations, you are officially fucking retarded."
6687,6873,3,2,1,0,0,@mikecheck_123 the favorite drink of white trash everywhere....
6691,6879,3,2,1,0,0,@milfmob @yoPapi_chulo fight me you fucking obese niglet
6693,6881,3,2,1,0,0,@mimiswagnotes You are an ignorant cunt.
6696,6884,3,3,0,0,0,"@miranda_mills okay, let's fight you ginger faggot"
6703,6891,3,2,1,0,0,@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot
6706,6894,3,3,0,0,0,@mlvassallo Oh really? fags are gross You aids infected sick fuckers
6712,6900,3,2,1,0,0,"@moneydriven @2ManyLouboutins glad about your uncle, another stupid faggot off the world, hopefully you next."
6713,6901,3,2,1,0,0,"@moneydriven I see a picture of you smoking, such a man of god. Disgraceful nig, you sir, are an embarrassment."
6732,6920,3,2,1,0,0,@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag
6750,6938,3,2,1,0,0,@nCrusade @GodManiac_ come wage with us fag
6781,6970,3,2,1,0,0,@nosfiend215 @faggot696969 niggers
6788,6977,3,2,1,0,0,@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass
6801,6991,3,3,0,0,0,@onIinebaby I knew you were a faggot though
6816,7007,3,2,1,0,0,@passIt2Liv Hit a bitch it's not like you can see the bruises
6819,7010,3,2,1,0,0,@patrickstpierre You're a fucking faggot.
6832,7024,3,2,1,0,0,@phishlicia I'm 5'8 fag &#128536;&#128536;
6833,7026,3,2,1,0,0,@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed
6848,7042,3,2,1,0,0,@poloswagmaster if you go could you hook up the plant city faggots or
6850,7044,3,3,0,0,0,@pombuenaa I'm surprised you could read it with slits for eyes
6858,7052,3,2,0,1,0,@prettygrl_rocky ugly dyke
6898,7093,3,2,1,0,0,@real5Hfacts stfu u ugly dyke
6900,7095,3,2,1,0,0,"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere."
6929,7124,3,3,0,0,0,@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?
6955,7151,3,2,1,0,0,"@salomanizor I'm a faggot :/

http://t.co/Gr627ldfaa"
6961,7157,3,2,1,0,0,"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!"
6963,7159,3,2,1,0,0,@samzbikowski some negro amigo pulled a gun on Nate and I a few weeks ago. I was STOKED!&#128299;&#128299;&#128299;
6968,7164,3,2,0,1,0,@saraelizabethj4 that's what happens when you date a colored
6969,7165,3,2,1,0,0,@sarahVICwood im going to murder that fucking cunt
6973,7169,3,2,1,0,0,@sassyharryballs ugly white bitch
6974,7170,3,2,1,0,0,@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch
6978,7174,3,2,1,0,0,@saucygyro that was back when nigger music was decent
6986,7182,3,2,1,0,0,@sbsylvester @kieffer_jason @hunterbuch66 bitch u ugly then hoe
6996,7192,3,2,1,0,0,@seannn181 youre a fag
6998,7194,3,2,1,0,0,@seansteiger31 @ me then faggot
7023,7219,3,2,1,0,0,@shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga
7029,7226,3,2,0,1,0,@sho_time_ @MitchVorce chill ur pussy gay af
7038,7235,3,2,1,0,0,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo go back to lego club faggot
7040,7237,3,2,1,0,0,@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo yeah ok nigger.
7042,7239,3,2,1,0,0,@skrabah Don't my nigga me honkie
7064,7262,3,2,1,0,0,@sophhh_marie ugly emo trash go cut
7079,7277,3,2,1,0,0,@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;
7092,7290,3,2,0,1,0,@stevoburns561 @ImSwaveyNShit @FreddieGibbs Soft shit? Are you handicapped or retarded?
7105,7304,3,3,0,0,0,"@sweetakin Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms."
7110,7309,3,2,1,0,0,"@t5_harris Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU"
7137,7336,3,2,0,1,0,"@teenagesleuth .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!"
7168,7370,3,2,1,0,0,@theshardyrebel #faggot
7172,7374,3,2,1,0,0,@thewagnerer fags***
7178,7380,3,2,1,0,0,@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva
7189,7392,3,3,0,0,0,@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;
7201,7406,3,3,0,0,0,@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line
7210,7416,3,3,0,0,0,@truuueee_ that bitch done.. have it to u on Sunday my nigga
7235,7442,3,3,0,0,0,@urbasicyabish @Mikeaveli fucking faggot
7246,7453,3,2,1,0,0,"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america"
7253,7460,3,2,1,0,0,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?
7257,7464,3,2,1,0,0,@vinny2vicious faggot I knew you weren't really my friend.
7264,7471,3,2,1,0,0,@vj44 did I mention you are an ugly cunt? Go back to Iran.
7272,7479,3,3,0,0,0,@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo
7280,7488,3,2,1,0,0,@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
7284,7492,3,3,0,0,0,@whiteangelss84 y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u
7289,7497,3,2,1,0,0,@who__CHRISJONES @WhyYouSoShort who is dis crack ass cracker
7292,7500,3,3,0,0,0,@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger
7319,7528,3,2,1,0,0,@wutkarina Alright fag
7332,7542,3,2,1,0,0,@xLoiterSquadx i made you lunch you fat faggot &#128128;
7335,7545,3,3,0,0,0,@xZimpx @Prophzilla This is Twitter. Not only are you a fag but you're also retarded.
7352,7562,3,2,0,1,0,"@yawlknow @HoskinsTy96 ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;"
7372,7582,3,2,1,0,0,@young_moniee what's this chinks email? I'm moving to China and slicing his throat
7390,7601,3,2,0,1,0,@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright
7432,7643,3,3,0,0,0,"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM"
7460,7671,3,2,1,0,0,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
7492,7705,3,2,1,0,0,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me."
7534,7748,3,2,1,0,0,Ain't nuttin but a white trash party.
7535,7749,3,2,1,0,0,"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol"
7546,7760,3,3,0,0,0,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
7548,7762,3,2,1,0,0,Al noooo ...... Too late fuckin faggot ! Lmao
7583,7797,3,2,1,0,0,All da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;
7662,7878,3,3,0,0,0,All you muzzy lovers need to do one thing. Tell muzzies in the mideast to leave Israel alone. Don't start no shit won't be no shit. #Israel
7674,7891,3,2,1,0,0,"Almost got to see a white boy get beat around today, but he ran like a bitch."
7681,7898,3,2,0,1,0,Already more yellows than the last 2 years combined #IndyCar #Honda200
7684,7901,3,2,1,0,0,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways
7707,7924,3,2,1,0,0,America is white trash and so are all Americans.
7716,7934,3,2,1,0,0,And I wanna say something SOOOOOO bad to these two cunts on Twitter eh..
7718,7936,3,2,1,0,0,And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that
7756,7974,3,2,1,0,0,And the Jew @Deuterostomes favorited my tweet though. Lol. Don't have anymore time for this trash.
7770,7989,3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
7792,8012,3,3,0,0,0,Anyone who came to the US as an indentured servant is white trash.
7794,8014,6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115
7820,8040,3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu
7828,8048,3,2,1,0,0,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.
7859,8080,3,2,1,0,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them
7877,8098,3,2,1,0,0,Ayy Carlton is a ghetto school now #SwitchedAtBirth
7938,8159,3,2,1,0,0,Bald head bitches think it's their time to prosper !
8011,8236,3,2,1,0,0,Between this trend and the vines acting like women its like niggas couldn't wait to be faggots http://t.co/dKVnjmCarZ
8034,8259,3,2,1,0,0,"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit."
8041,8266,3,2,1,0,0,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk."
8046,8271,3,2,1,0,0,"Bitch fuck yo nigga, what's up with that pussy!!?!"
8055,8280,3,2,1,0,0,Bitch you're the ugliest cunt ever.
8063,8288,3,2,1,0,0,Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that
8105,8330,3,3,0,0,0,Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.
8106,8331,3,3,0,0,0,Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.
8108,8333,3,3,0,0,0,Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity
8156,8383,3,2,1,0,0,Boy Yung thug is a fag
8168,8395,3,2,1,0,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas."
8186,8413,3,2,1,0,0,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh"
8226,8453,3,2,1,0,0,Bullets through a nigguh tru jeans
8231,8458,3,2,1,0,0,Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life
8234,8461,3,2,1,0,0,Burn bitch http://t.co/63FmrF0g5j
8249,8477,3,2,1,0,0,But atleast they let me know...ur a faggot if u keep those type of twitter secrets
8284,8514,3,2,0,1,0,California is home to skater trash.
8301,8531,3,2,1,0,0,Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing
8334,8564,3,2,1,0,0,"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes"
8355,8585,3,2,1,0,0,Can't stand bitch ass niggas.
8357,8587,3,2,1,0,0,"Can't stand that asian dude just now, faggot gives me attitude cause I almost forgot my water, fuck u faggot if I wasn't on stage"
8358,8588,3,3,0,0,0,Can't stand that faggot.
8362,8592,6,4,2,0,0,Can't take u coons nowhere &amp; I mean nowhere
8399,8632,3,3,0,0,0,Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again
8402,8635,3,3,0,0,0,"Celtic means white trash. If someone says they're Celtic, it means they're white trash."
8445,8679,3,2,1,0,0,"Chasing these hoes, better get cash nigga"
8461,8695,3,2,1,0,0,Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.
8463,8697,3,3,0,0,0,"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch"""
8473,8708,6,4,2,0,0,Chris Bosh bout to disgrace the trophy like a real faggot smh
8484,8720,3,2,1,0,0,Clan of retards...
8509,8745,3,2,1,0,0,Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav
8548,8784,3,2,1,0,0,Crew neck ass nigguh
8565,8802,4,3,1,0,0,Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk
8567,8804,3,2,1,0,0,Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;
8575,8812,3,2,1,0,0,Cute ass niggah. http://t.co/h0SQoPTYfX
8588,8825,3,2,1,0,0,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv
8600,8837,3,2,1,0,0,"Dad just yelled out ""in bout to fry some chicken like a nigger"""
8609,8846,3,2,1,0,0,Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
8626,8863,3,2,1,0,0,Damn hoe.. You so ugly even hello kitty said goodbye.
8643,8881,4,3,1,0,0,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot
8674,8915,3,2,1,0,0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz."
8684,8925,3,2,1,0,0,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters."
8692,8935,3,2,1,0,0,Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG
8709,8952,3,2,1,0,0,Devin Hester's a bitch
8744,8988,3,2,1,0,0,Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic
8813,9058,6,4,2,0,0,Don't mind black people.....hate niggers!
8891,9137,3,2,1,0,0,Dumb bitch https://t.co/We46wO15nI
8900,9146,3,2,1,0,0,Dyke bitches kill me thinkin they really got hoes lol
8904,9150,3,3,0,0,0,EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV
8906,9153,3,3,0,0,0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports
8909,9156,3,2,1,0,0,Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh
8936,9183,3,2,1,0,0,Ebola sounds like a hood hoe
8938,9185,3,2,1,0,0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
8941,9188,3,3,0,0,0,Elizabeth is a.stupid hoe.
8979,9228,3,3,0,0,0,Every gook in #LosAngeles should be deported or killed.
8988,9237,3,3,0,0,0,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.
8989,9238,3,2,1,0,0,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.
8990,9239,3,2,0,1,0,Every spic cop in #LosAngeles is loyal to the #LatinKings
8991,9240,3,3,0,0,0,Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.
9007,9256,3,2,1,0,0,"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah"
9011,9263,3,2,1,0,0,"Everyone tells me the exact same thing but I won't listen, coon"
9044,9297,3,2,1,0,0,Faggot ass bitch nigga
9057,9310,3,2,1,0,0,Fat ass hoe holding up the machine
9058,9311,3,3,0,0,0,"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale."
9063,9316,3,2,1,0,0,Fat fucking funky nasty ass hoes
9065,9318,3,2,1,0,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY"
9066,9319,3,2,0,1,0,"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr"
9085,9338,3,2,1,0,0,Feminist aka a bitch.
9121,9376,3,2,1,0,0,First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting
9128,9383,3,2,1,0,0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something"
9153,9408,3,2,1,0,0,For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;
9178,9434,3,2,1,0,0,Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh
9206,9462,6,5,1,0,0,"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!"
9222,9478,3,2,0,1,0,Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;
9224,9480,3,2,1,0,0,Fuck Ur god until dat faggot strikes me down
9228,9484,3,2,1,0,0,Fuck a lame nigga than you a lame bitch
9242,9498,3,2,1,0,0,Fuck ass redskin corners
9247,9503,3,2,1,0,0,Fuck boi fag
9256,9512,3,2,1,0,0,Fuck her pussy fuck her mouth fuck her ass cause she nasty
9272,9528,3,2,1,0,0,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame
9274,9530,3,2,1,0,0,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!
9276,9532,6,4,2,0,0,"Fuck that niggah he so weak, he cant tell that you a freak"
9295,9551,3,2,1,0,0,Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people
9307,9563,3,2,1,0,0,"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games"""
9308,9564,3,3,0,0,0,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
9309,9565,3,3,0,0,0,Fuck you ghetto ass coons
9322,9578,3,2,1,0,0,"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin"
9327,9584,3,3,0,0,0,"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA"
9329,9586,3,2,1,0,0,Fucking gook
9332,9589,3,3,0,0,0,Fucking hate my coon ahh uncle
9335,9592,3,2,1,0,0,Fucking redneck queers and their game invites
9340,9597,3,2,1,0,0,Fucking with these hoes nigga don't be no dumby
9342,9599,3,2,1,0,0,"Fuckkkkk!!! My nig a g tho, he gonna come back"
9346,9603,3,2,1,0,0,Fuk wit a real nicca
9349,9606,3,2,1,0,0,"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard"
9357,9615,6,5,1,0,0,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;"
9372,9630,3,2,1,0,0,Gabby's a bitch and has two accounts
9386,9644,3,2,1,0,0,"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD"
9389,9647,3,2,1,0,0,Gay ass nigga &#128514;&#128514; bitch you thought you thought
9393,9651,3,2,1,0,0,George michael such a fag
9418,9677,6,3,2,1,0,"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable"
9449,9708,3,2,0,1,0,Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD
9455,9715,3,2,1,0,0,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
9487,9747,3,2,1,0,0,Good Mernin faggots http://t.co/3ZPTPqFkTl
9488,9748,3,2,1,0,0,Good Morning to lightskin dyke bitches with Steven Segal ponytails.
9500,9760,3,2,0,1,0,Good morning coons.
9559,9819,3,2,0,1,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
9653,9916,3,2,1,0,0,Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....
9669,9933,3,2,1,0,0,Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd
9670,9934,3,2,1,0,0,Happy first day of college nigger @MorbidMermaid
9684,9949,3,2,1,0,0,Hate this dyke
9695,9960,3,2,1,0,0,Have you Eva asked a nicca where dey got sum fake designer frm
9714,9979,3,2,1,0,0,"He ain't shit girl, &#128175;he a bitch made nigga !"
9764,10030,3,2,1,0,0,Heard that bitch gtta thang for them boss niggas
9797,10063,3,2,1,0,0,"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself"
9807,10074,3,3,0,0,0,Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.
9812,10079,3,2,1,0,0,"Hey. @BarackObama. Don't be like a stupid white bitch in some horror movie asks #America to hide from #ISIS behind some chainsaws. M,kay?"
9825,10092,3,2,1,0,0,"His big ass smile, his eyes is chink."
9837,10104,3,3,0,0,0,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.
9862,10129,3,2,1,0,0,"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh."
9873,10142,3,2,1,0,0,Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.
9887,10156,3,2,1,0,0,Hood niggas and bitches love emojis lmfao
9978,10250,3,2,1,0,0,I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me
10009,10281,3,2,1,0,0,I already know you trash if being tatted is on the list of things you want in a nigga..
