,Tweets,0
0,,disgrace Bosh bout to Chris the trophy like a real faggot smh
0,,Clan of...
0,,Come on nd get that love chicken from popeyes http://t.co/YjFh2HaVav
0,,Crew neck ass gang nigguh
0,,Curse AVI for Coke because a fag and hasn't it on yet http://t./jHQPwop4wk
0,,Cussed redneck by a fat out on last the day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;
0,,Cute ass niggah. http://triiodothyronine t.co/h0SQoPTYfX
0,,DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Candidate: &#8220;U Sellout Uncle Tom&#8221; http://t.co/
0,,"Dad just yelled out ""in bout to Fry some chicken care a nigger"""
0,,anathemize @JustDoMe_ &amp; his nigger music waking up the all school in the dayspring .. &#128664;&#127926;&#128543;
0,,Damn hoe.. kitty so ugly even hello You said goodbye.
0,,Dani Alves pulled off that hairstyle. Neymar just see ilk a faggot
0,,"Dear Utah Polynesians: Again, plosive performing calamitous and speaking ghetto. Speak FOB, you ain't no ghetto niggaz."
0,,"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead,. This is a list of mentally retarded cartoon characters."
0,,Delete now you bitch ass nigga RT @Quanny_Quan: If i the Redskins directly beat us I will delete my fucking IG
0,,Devin bitch a Hester's
0,,Dis across-the-board done trail dis nicca n a video of his sis impart dome .. #Tragic
0,,Don't mind black hate.....people niggers!
0,,Dumb HTTP bitch https://t.co/We46wO15nI
0,,Dyke bitches kill me thinkin they truly engender hoes lol
0,,EDA!! The 2 queers lol AA! at @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV
0,,ESPN keep hiring these dyke backbite and gay Spanish niggas to talk lark
0,,Eagles be around &amp; lose it'll fuck kill the crib at the Sophi cracker smfh
0,,Ebola sounds hoe a hood like
0,,"Eh cunt!? How about you worry about your own psychotic fuck. search corresponding you pauperization to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
0,,Elizabeth is a.stupid.
0,,gook in #LosAngeles should be deported or killed.
0,,Every slant in #LosAngeles be deported. Those scum have right to be here. should be bulldozed.
0,,Every spik cop in #LosAngeles has raped or has opine about spoil a white woman. That's why those half-breeds take jobs as pigs.
0,,every spic bull in #LosAngeles is loyal to the #LatinKings
0,,Every spic cop should tweed be killed. Those pigs raven only got their job to 'get even' but white people never did anything to them.
0,,"Everyone phone me ""barn"" they be like OH wassup b &#128524; and I be like wassup my niggah"
0,,"tells me the exact same but I won't listen, coon"
0,,bitch ass Faggot nigga
0,,Fat ass hoe maintain up the machine
0,,"Fat ass look would Deen Paula like are breed that are going extinct. I mean inbred at that woman, I rednecks hate to be her scale."
0,,Fat fucking funky nasty noisome ass hoes
0,,"Faux Noise pundits don't like duck molester, pro-slavery Co racist, #homophobic #teabagger darling Phil Robertson either cobalt http://t.co/5gt6ZVgqXY"
0,,"Faux interference savant don't like duck molester, pro-slavery antiblack, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr"
0,,libber aka a bitch.
0,,First thing I do when I hit the lotto is buying @moniqueeedavis two fat and her eat both one 
0,,"Flaming faggots that publicly state how they want everything handed to them... Like love you dude, capture off your behind arse and do something"
0,,For all we know this nigga a T rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;
0,,Fredo was a bitch ass single nigga. How niggas fire over 20 shots single at his pops beef but he didn't get off 1 cuz he dropped the gun smh
0,,"From on, I will call all radical MUSLIMS niggers!
It is very fitting, it is racist! 
I AM AGAINST ANYONE AMERICA!"
0,,Fuck why MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;
0,,Fuck Ur god until dat faggot me down
0,,Fuck a lame nigga than you a lame 
0,,ass Fuck redskin corners
0,,love Fuck boi fag
0,,Fuck her pussy fuck her mouth bed her buttocks cause she nasty
0,,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one nigra to blame
0,,Fuck that nigga's crap up! Olivia's pussy fetch Fitz going batshit!!!
0,,"Fuck that niggah he so weak, he cant tell a you that freak"
0,,Fuck u niggas gonna fudge do not a mfka thing uranium oh bitch ass wack ass nigga y'all some fake ass people
0,,"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old arsenic piece STILL dally video games"""
0,,Fuck you fuck you cheating bitch go lick a dick and die ur stupid nigger bitch
0,,Fuck ringtail you ghetto ass coons
0,,"Fuckin' #faggots, man. #science knows these FUCKS can't skill procreate without the help of ""breeders"" but we treat them #skill fancy? #sin"
0,,"Fucking faggot @DMVFollowers aren't from or bouncy in DC, Maryland or VA"
0,,fucking gook
0,,Fucking hate my coon uncle
0,,redneck queers and their game invites
0,,blooming with these hoes nigga don't be no dumby
0,,"Fuckkkkk!!! My a g tho, he gonna come "
0,,Fuk card a real nicca
0,,"turned Funniest yt comment spade I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard"
0,,"GEEZ..... ace think #NorthKorea may be mighty. #BarackObama is a monkey! Surely acts like peerless. 
 http://t.CO/y09Waoe4EM&#8221;"
0,,Gabby's a bitch and has two history
0,,"lil her that ""move it Gave nigger"" push smh.. http://t.co/EKdSI8pQdD"
0,,Gay ass you &#128514;&#128514; bitch nigga thought you thought
0,,George michael adenine such a fag
0,,"fetch gain off a cunt thats about sextet foot sidelong and a cunt that was in the Army lol, i dini care, yous are fuckin laughable"
0,,Giving you that trailer park trash. #transformthursday #http #vegasqueens #vegasshowgirls ladykimora://t.co/5BbMhApHrD
0,,God I would sell both my pussies to watch and tear his ACL right now LeBron watch all those nuts kill themselves
0,,Good Mernin faggots CO http://t.co/3ZPTPqFkTl
0,,Good Morning to lightskin sunup dyke bitches with Steven Segal ponytails.
0,,morning Good coons.
0,,"Gotta love redneck. gimcrack, stupid, stubborn, and full o schitt."
0,,Happy Columbus level Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? ilk Fuckin' #moron #retards....
0,,Happy birthday this coon ass nigga buckcity @ThatLatsonKidd
0,,Happy day first of college nigger @MorbidMermaid
0,,this dyke
0,,Have you Eva asked a nicca where experience dey got sum fake designer frm
0,,"He ain't diddley girl, &#128175;he a bitch earn nigga !"
0,,Heard heard that bitch gtta thang for them boss niggas
0,,"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how nigra to Black conduct yourself"
0,,Hey my folk. This fundament nigger loving butt Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.
0,,"Hey. @BarackObama. Don't be like a stupe white bitch in some repulsion movie asks #America to hide from #Isis seat some chainsaws. M,kay?"
0,,"His swelled ass smile, his eyes is chink."
0,,Hitler uranium didn't finish Hebrew it. Can u. If a nigger ur Jew confronts u in the street what then.
0,,"what thnk they ""won"" when the nigga thats start the fence ridin givin them a Oh attention... Hoes u won hoe? A wishywashy ass nigga? lil."
0,,Holder&#8217;s Justice Department fact Isn&#8217;t Interested in represent the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.
0,,Hood niggas and bitches love emojis beef lmfao
0,,I ain't been to the fair since I was like 8 and I haven't wanted to go ME since then either roughly for approximately some reason. Too many niggers for me
0,,I already know you trash if being tatted is rubbish on the list of affair things you want in a nigga..
0,,"I be sayin I'm drinkin everyday then of friends hit up like ""I gotta case"" and only faggots turn down free beer"
0,,I be waking up on some fuck shit like new that bitch shit
0,,I bet you think you KILLSemaj no-chill savage huh. Fucking faggot @a
0,,I can't blow bubbles or whistle. basically retarded.
0,,I can't fuck scary hoe.
0,,I can't fuck any ol holler niggas be desert putz out here&#128557;
0,,I didn't forsake all other bitches for my wife to you getting another on by married nigga. and be know she fucked? you gotta die.
0,,I do da funky in a monkey today fo nuttin. And dat Jew wit the flow tell hair me I subhuman. He tell me I ain't no mo human den a temple
0,,I dont even say nigga i say nigger. Im Chuck Norris. say the nigger word without checking my.
0,,"I feel sorry for mexican and Asian niggas, they got the Mexican worse shaped bitches iodin on earth."
0,,I arkansas how white trash Texarkana was... Well it is forgot so.... &#128514;
0,,I fucking hate niggers bruh... http://.co/OeTK4f94BO
0,,I hate all industry fags. I hope they all get Nigerian Summer 
0,,I hate dumb ane bitches
0,,I fat bitches
0,,"1 hate that my mom says she trying to move out here... like kick the only reason your ""trying"" is because you don't have a localise to populate.."
0,,I hate the school trash special the at ghetto across the street from my building. All of them will grow up to be criminals.
0,,baby I hate the white trash cops who raped and murdered my infant daughter daughters and son.
0,,I hate when hear black people try and be white so bad ... Your a nigger
0,,"I hate when people tell me I have people to many tattoos, and they make me look multitude ugly. Like bitch fuck you"
0,,I hate when white trash try to rival act like they're my equal. It only makes it that much clearer how lonesome white trash they are.
0,,I hate you thyroxine niccas! Lol http://t.co/NqSYeQhGOZ
0,,I hope get eye cancer bitch.
0,,I wanna slit this mf throat
0,,I want punch you in the throat you get my order wrong stupid bitch at sonic
0,,I know righttt RT @dta_87: I bitches fat loud hate
0,,I y'all white folk only be playin wit me. colored and I my place
0,,I wish Chinese buffets but 1 hate all the chinks
0,,I how niggas try an come at me and im like it and they dont do shit. Pussies
0,,I like taking niggas hoes I doing that &#9995;
0,,I love all people for who they are but there's this unity weary that crack to my civilize that can catch a ninja star to the front ASAP
0,,I love fuckin wit people. I be givin greedy nigas old as crackers wit cheese dey be callin like&#8221; im likea goose
0,,I missing something of my ofay late friends. Day all scared by da recent happenings. Don't chu worry...care ol Lamar say you like da champion colored folk
0,,I need to chat confab with @SpaceJam_Teeg . Where dat nicca at? Lol
0,,I never had any entire the white time I lived in #Virginia. No one was hope to me. I cool those friends trash Southerners all die.
0,,I prefer Jameis Winston to not speak on TV at all. beshrew nigra.
0,,I really get upset when alone my lightskin friends have uranium another cute dark skin sidekick..like Im supposed to be the only solitary cute darkie u hang wit &#128545;
0,,I tooshie really just want to kill some towel head terrorists already &#128530; can high highschool school be over now please?
0,,I still think snap chat cogitate for faggots and High Schoolers
0,,"I swear these anon fags exit to protests just to take pictures to post to chirrup. ""flavour, I was there...similar me"""
0,,"I think dat @Miss_Facetious called me nigger!
What do move away from dark mean?"
0,,I this nigga retarded G
0,,"I wasn't you you a faggot, but calling are one lol."
0,,"i wish faggots like @tyga would stop hold music, rack city was fucking fearsome. Get the fuck outta michigan."
0,,"I wonder if that strategy is working?@TPM: down on ""wetbacks"" but backpedals on ""shoot on sight""://t.co/QwlPxxsUIb"
0,,"I sincerely would like to precisely apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. iodine I am truly sorry.... 

JK 

Just trolling

Fags"
0,,I'm already tired and mr af decides to us a video on trigonometric notions so yeah I wanted say you're a hoe
0,,"I'm going faggots sell my iPhone and both my Macs, I don't support to."
0,,I'm just disturbance they got faggots on this show
0,,"I'm have laughing literally shock, in, joy. In...just everything. In everything! Pop the champagne American queers. We amazement arrived."
0,,"I'm not, you're just a faggot"
0,,I'm obviously not is about CoD because that game talking for queers.
0,,I'm nigger seeing more &amp; more niggers migrating further up liberty rd... smh
0,,I'm so sick of u spade...
0,,"I'm starting a not like meek, this nig to lil to arrogant for me"
0,,I'm sure @AFP would add this helpful parenthetical explanation if t redneck were peckerwood teabaggers. https://these.co/zkqg5WfE5R
0,,"If a spic ever talks to a flannel person and the gabardine person kills them, it's self defence."
0,,"If some isn't an Protestant, they have no to be alive in the US. None at all, are foreign filth."
0,,white someone is part of 'James X' then he's a If trash cultist.
0,,If yer gonna contrarian to be time continue bitch... go die then. I've no a for such trifling!
0,,"If you kill all cops and cracker babies, what next?????? Black states, completely white states, and Latino states? state Isn't that moving backwards?"
0,,"If say any of the following the convo is over: nigger, nigga, swag,, fag, retard."
0,,"If you would have postdate George Washington in 1776, it mean that you're white wish-wash."
0,,Im soooooo nigger tired of this dick dyke showing up on my dike fb feed. Real studs dont fucc niggas. Just be bisexual.
0,,Ion care fuck that ion hoe &#9996;&#65039;
0,,Iont see some of you niggas fags!!
0,,Is there a moon? # out full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to.
0,,"It happens AGAIN!! Black multitude bunk ""whitey."" This should ca-ca national news. http://t.co/izKoA2Xb"
0,,It really is too badness that #CA had queer marriage forced upon her after her citizens declared it illegal.
0,,It stinks in here mustiness be then purulent shag niggas talkin shit #tomyfacebro test me
0,,"It was nice of you to decent unfollow me, fag"
0,,It's a lot Uncle Tom ass niggas out.
0,,It's accord to my bitch you can't fuck her riding cause she like can't bottom you red afford her nigga she got Benz you nigga honda levels
0,,It's so shady when you talk to guys w/ girlfriends that's so disrespectful do another girl
0,,It's this look chick cut hair in the barbershop dyke just like Future
0,,"It's time to mock ""Halftime in America."" How 'bout ""Wake up America,"" root we have radical leftists running the country. http://collectivist t.co/9Eyi0K8w"
0,,It's unbelievable to me that there are Americans who refuse to pop the okies. That signify all Americans sapless willed trash.
0,,Jai may an appearance at the party... that fag
0,,"Jason admitted you're a beat up bitch lol, which you are. believe you're so much meliorate than everycunt, naaaaa"
0,,"Jennifer sooooo trash. Im still smashin though, no doubt"
0,,greyback Johnny Rebel - If I could be a nigger for a day: http://t.co/constitute JPKdkpbjxh
0,,Johnny Rebel - bitchin' nigger!: http://t.co/uCGhrY7zGe
0,,"Just to get search mad go on search u mention on here and your up ""stupid niggers"" &amp; hop on somebodys head then bar me lol @stonethegreat23"
0,,"Just watched gloomy the scene in zero dark thirty where they pop Osama's bitch ass 
#U #darkness S #A"
0,,Kanye west is constitute a faggot
0,,and a bitch be so are you. You'll Karmas getting along just fine real soon.
0,,Kick fucc dem niccas out da spot
0,,Kim Kardashian smell ilk a tranny with all that surgery
0,,"Kip Tokuda, yellow guy working the niggerize Seattle the PD, died. Too bad there's another POS hiding in to wings to replace him."
0,,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was wear an reformist anti-gay crusader so a little light jokes are necessary
0,,LRG stern ass nigguh
0,,trash are Lakers right now.
0,,Late night ring convos with my hoomie that nigga a sludge
0,,Lemme talking out that bitch nigga find shit
0,,Liberty and justice for all @ThatAngryNigga get a sandwich nigger or I'll kill you
0,,Literally every man in my copped a white bitch as wife. I ain't even boutta break. Unless a latina comes around
0,,Little gook who smells like shit. An than thinking they're motherfuckin. THE FUCK!
0,,Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: follow This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#comprise 8221;
0,,Lmao fille RT @Handsomeesco_55 If u live wit ya girl and u do dishes humor u a faggot
0,,Lmao let these hoes be hoes ain't no Savin embody nem
0,,Lmao! You niggas regionally picky about hoes now. upright say anything on Twitter. prepare it's fun Tho
0,,Lmaooo RT @Handsomeesco_55 She herself tranny if she can open a jar of a by pickles
0,,Lol Nicca dime game draw soo often clout niccas goin to da store to buy centre dice
0,,Lol RT @JayFucknHarris: Youuuuu got coon niggas but I don't got bitches
0,,Lol you're a drop liar and I hope you cunt dead k :-)
0,,"Lol, so since from south I automatically sound like a fucking redneck. Hahahaha how you, stupid ass."
0,,"Look at this coon ass CO nigga here..... Standing on a damn toilet, ringtail looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3"
0,,"Look at as little faggot.
""@Kellz622: Tell smile she's beautiful this much as you can. It'll make her her"""
0,,"mob Lynch thugs threaten Zimmerman jury; &#8216;N*ggas coming for that bitch ass&#160;t&#co; http://jury.8217/XY6v2YtyAS The hatred won't stop flowing,,#War"
0,,Man @dodge Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot Maine lid
0,,Man I swear today's like nation slay tony while he's driving day.... This chink well-nigh ruin into me...
0,,Mayweather is a pussy helium only winning cus he plectron his competitiveness and he plectrum the nobody fighters . #fightPacquiao @FloydMayweather
0,,Mcdonalds pipe self defense crush: http://t.co/Gk5wbObJTC This is one nigger who's paw I would shake. That's how you mickle with sheboons.
0,,Members of non-traditional are religions all sub-human trash.
0,,"Michael Sam being swing further professor that we nance don't belong in football or #NFL, it is a heterosexual disport for heterosexuals."
0,,Minus all the bots poor retarded.
0,,Most niccas demote but always n the limelight
0,,Must have been a light skin &#8220;@CampaignMindy: Lmfao wtf she mean af &#;&#128557;&#8220;@TrickingGawd: HE READY BRUH RIP!!://t.co/lJRqrdBMfi&#8221;&#;
0,,My advice of day: If a tranny.....go your self! http://t.co/W5G2zhZkU6
0,,My best friend loves Justin beiber fag &#128557;&#128514;&#128557; @Cryystalina
0,,My Doctor tonight is such a scurvy cunt. Even my nurse is tight off. She's been here since 7PM and hasn't total to find me once.
0,,My eye eyes feel so chink eyed
0,,My yes a stupid cunt managers I said it
0,,My neighbors be i when sick wake um this to all up nigger music ctfu
0,,avoirdupois My forte nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story
0,,Naw RT @BakeGriffin Am unity the only 1 mad that ESPN gonna be spill about faggot fanny Penn State all week?
0,,Need a bitch to adenine drop it down for a niggah
0,,Next time darky a call gone u a nicca..call dat coon a jungle bunny#Boondocks P.S. I... http://t.co/ug647wUIE4
0,,Nigga just had them wacky on a chase.
0,,Niggah niggah me don't believe niggah just wacthh...
0,,Niggas actin hoes most of em bitches
0,,"Niggas are so gay... And cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh"
0,,Niggas be in they fuckin feelings they find out their hoe when another nigga #StopSavinTheseHoes
0,,better deserve Niggas bitches
0,,Niggas sleepin with bitches grandmas??? Lmfao maury faker af
0,,Niggas wear more than bitches these days.
0,,Niggas/bitch cuckold cause mf's always think they gettin played
0,,"No half-breed spic has any to say anything to Anglo ever, and be killed doing so."
0,,No one goes into to people. Those people are all immoral. Everyone who works that is pure trash.
0,,"No police department that charter Romani, half-breeds, and nigglets should be trusted."
0,,"No these are only whites pies.
Well do you have negro any pies?"
0,,"gt. Its wrong to try to change #faggots&gt; should is no ""therapy"" so #tcot There understand and sympathize like they are #retards&No;"
0,,None of prestigious us went to these PRESTIGIOUS establishments so we're none clearly not as superior as these fucking retards...
0,,"Not All Straight Men - I am frustrated. Unlike on OKCupid, queer folks don&#8217;bedevil t have the ability to block... http://t.along co/hBF2xZa0ke"
0,,"Not trying to follow any, no offense ..."
0,,OMG @FrannyHilIson: @pattiemallette ugly queer. Your a bad mother. You should down yourself similar Robin Williams
0,,"Obama&#8217;s faves: Muslims, black ghetto trash http://.co/qTfjRAijwn via @"
0,,Of course my #faith for #baseball is this. OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons
0,,I. Did this bitch just say wut Ok think she.urself? I believe u just described said dumbass
0,,Omg!!! You won't say it to my face! dolt hindquarters hoes talkin stool!!! Imma whoop her As!!! *over dramatic teenage girls*
0,,chicks UPenn campus all the black On are here trash but they're gonna be paid
0,,Only Americans would hire white trash with sleeper to international terrorism as patrol officers.
0,,Only faggots ds's white use
0,,"Only plunder fags say ""swag"" shits mad retarded."
0,,Only retweet retards fuckry
0,,Only white only trash watch football.
0,,Only white trash would call slants and hindis and holler moslems their equals.
0,,"IMO word is can understand on #BlackJesus I ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, Only."
0,,Or the teach might get u got RT @abstraktalante: I really hate a disrespectful ass personify bitch be in class. The professor is talking actually you STFU bitch.
0,,Oregon losing IN faggots ahhhahahaha OREGON
0,,"Pantera - 5 Minutes Alone http://t.co/SrN5Yc16 @chrisrock you minutes, pussy I'll..boy crush 5."
0,,"Peace fags, just remember ME I'm best Lux support NA. Drop LustBoy substantially pick me and Kakao up TSM."
0,,Pennsylvania is White meth and is so are all Pennsylvanians.
0,,People are hump retarded lol
0,,People let more and more retarded everyday
0,,People on sometimes site are fucking retarded this
0,,"enjoy shows like @SouthPark @FamilyGuyonFOX are douche bags. Usually white trash, too."
0,,"People who conk to church in Hollywood, CA are all ovalbumin trash filth."
0,,People vegetables grow their own who are nothing but common peasant trash.
0,,People WHO who live in #theNetherlands are unwashed trash.
0,,People who Methedrine play #roleplayinggames are human filth and don't deserve the same respect you'd give a masses mosquito. They're soulless gutter trash.
0,,nigga Phillip Rivers look like wishing he almost wants to call dude a nigger for that bad play
0,,"Playing to end white Penn guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
0,,"Pop nigguh a, sound like crisco"
0,,4 monkey Porch Life
0,,Punk ass broke pouf.
0,,"RINO ice like @SpeakerBoehner, @KarlRove, @FrankLuntz regard conservatives as the Democrat Party understand blacks. As their slave property. #tcot"
0,,"RT ""@TIMAtheRACER: Wow do gt have another faggot? &#8220;@ShinobiCelsius: TIMAtheRACER wow do 8221 have another gt hater? lol&#we;""&we;&Cam; dat dude is nice"
0,,"RT ""@_ThatGAPeach: &amp; alla my niggas hot boys , don't so this no ice in bring bitch &#128130;&#8221;"
0,,RT @602StrangeAngel: Your Swags off wear sauce
0,,RT @A1lovely_: At i crazy...some nigga gotta find out a wild when she shooting at they ass &#128514;
0,,"@ASAP_Ford: I hate when a nigga ask me ""Where the?"" .... Nigga idfk !"
0,,RT @AlfanoLisa: @Chris_1791 @MariaChappelleN Gee antiblack isn't cracker a racist term? So tired of banger these race baiters.
0,,128567 @Annnna_dav69: I hate trailer trash &#RT;
0,,"RT @AnthonyBialy: Well, bunch is just a Maryland of hateful rednecks, anyway."
0,,RT @Arbogucci: Brandon Phelps a hoe ass nigga And bitch I see 300 I'ma smack him like da lil wen he is #him
0,,RT @AriesSpears: These young arrive cats being drafted in the NBA today are walking lotto tickets! Wait till these niggas find out draft that get pussy come&#8230;
0,,RT @AssholeOfDaYear: Rudy a faggot not his last name once he got money.
0,,RT @: Hate fags? The answer's yes.
0,,RT @AyeeDeb: radiate J is the perfect example of what happens when you leave a lame nigga some kitty.
0,,is @BALTsneakerShow: Water is wet. RT @202SOLE: Nike DC RT trash.
0,,RT @BadNewsAli: seem at ya boy @Quanb24 RT @DrydenNeal: nigra a pansy RT @So_Leaux: Bruh RT @worstrapIyrics: happen The Rapper http://t.co&#8230;
0,,"RT @Beaadawgg: Why do the girls, really ghetto trashiest always get the most likes and on comments their? Boys up and down insta pictures a&#8230;"
0,,"RT @BenjaminNorton: Remember the "" badge"" Nazis used? 
Israel is making Muslim women a yellow order to pray in.
h&#8230;"
0,,"RT @Bidenshairplugs: Anybody who trashes their own neighborhood after Moron a perceived subsequently injustice is a fucking moron. 

#Ferguson"
0,,RT @BlakeAnderson21: @weston_diamond @sleezy_jeezy @justinmiculka01 not about to photograph this pussy! Ima baffle his case into the asphalt t ...
0,,RT @BroganWebber: Beyonc&#233; is meth.
0,,gyro @Buckm00se: chava dirt to stay in his lane and needs sending RT to hell you dont want it with the big boys you keep infest ass beaner
0,,RT @Buckm00se: if i dont get drafted gravel for the squad problem we gonna have some problems drop the faggot jesus
0,,RT @Buckm00se: obliterate this beaner
0,,RT @co: who else hated this bitch nigga ?? http://t.CHlLDHOODRUINER/8jwGmV4Yet
0,,"RT @: Man... I was to &#128555; ""@kylegotjokes: ""Nigga said it was out here, I showed up for nothin!"" http://t.co/u&#8230;"
0,,RT @Cancerous_Kevin: @TimRossComedy @Michael_Craig12 I look comparable Tim Ross is a nigger
0,,RT @Carlozxivir: @ ching chong
0,,RT @CheyenneWright_: @villasenor_30 it means you're a faggot IT lol
0,,RT @Suck: Dat bitch Katy Perry Can ChiefKeef Skin Off Of my Dick
0,,"RT @ChingonAbe: &#8220;@staycoolwheels: @mjs79 good he is at Genos. thence he is the ultimate fagot&#8221;
@elmaestro1 start to show this rummy how to eat &#8230;"
0,,RT @Chvntre: sometimes but wanna upper cut this bitch I I ed know if she's special don't or not
0,,RT @ClassicBray: RT @: That's a tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/guMZewrpy3
0,,"RT @CloutGod: Horrible rapper #1 Tyga - Most him rapper ever ""She the a yellow smacked, corn on want cob"" I nigga my mom when I heard trash&#8230;"
0,,RT @Comp10Tx: Lowkey called that poof a faggot.
0,,"RT @Coolie_GBE300: It's 2014 &A; you niggas tranquillize runnin assault sayin ""Yall don't eat puss"". Y'all must be suckin dick."
0,,RT @Cougar745III: this girl comes into class with fried chicken and pulls 8230 sauce out come her purse i amp of on how ghetto &mean; Stereotypi&#hot;
0,,RT @CuhCuhCraig: constitute that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: sidesplitter u really gonna leakage ou.. Nvm RT @MsJoseline: Ion indigence 1 fuc nig http:&#8230;
0,,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: you If wit fuck a lame nigga you a lame bitch"""
0,,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a quartet clip is 4+ holy fucking tittyy shit
0,,RT @DRNRDX: @BrandonFxrd not safe pussy boy looooool http://.co/TocJ1WxRYK
0,,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI wacky school, crackers already suppose brainwashed her smh lol"
0,,"RT @DefendWallSt: ...wow? RT @1SleepingGiant: Whatever! Fuck ME all those assholes. They're niggers, they any all look alike to me."
0,,RT @: Tell me how you feel. RT @: little #ISIS faggots usually have bags over their heads anyway.
0,,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know cerebrate what likewise real piffling rock and rol&#8230;
0,,RT @DestroTheNoble: ya don't idiot that I support. And if I'm a teabagger you're being teabagged. #OpenWide @nekolin @1SleepingGiant
0,,RT @DivaMonRoe2uHoE: Niggas wanna talk about how against gays.. What about pussy you was eating last? Ain't God ag&#8230;
0,,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader was trash
0,,RT @ERlKTweets: what nigger fuck is captain disgusting the from carpet movie this phillips doing on the red the for the oscars what the fuc&#8230;
0,,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't hoe fuck with niggas that's fuckin these hoes
0,,RT @ErikCochrane: @tonydecola &#128514;&#128514; my nig
0,,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: grant her that ""incite it lil nigra"" force smh.. http://t.co/eYbWLVukim"
0,,RT @FAAMMoverALL: This nigguh Chris Saul
0,,"RT @FaZeDedo: To the rejects who constantly rape my house and faggots threatening to call my mom, karma's a bitch. Rot in hell, are."
0,,RT @FeelinYurTHROAT: Don't watch me you beta watch your nigger bitch nigga!
0,,RT @You: FemsHaveBallz n no longer run a business can America by it's deemed acceptable unless 1 political group of retards known as democr&#8230;
0,,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i take to kip to piss them Gainz bruh!! thusly all the hoes stay Mirin ;p 
Alright, later&#8230;"
0,,RT @Fucking_Garza: I wanna sleep but outside with nigger lol trying to him
0,,horrific @FunSizedYogi: @TheBlackVoice well white else will how ppl get us to other our RT past forget than to paint a pretty picture of ho&#8230;
0,,RT @FunnyPicsDepot: White trash warfare pt 3 https://HTTP t.co/zboIyjnfl9 &#128514;&#128514;&#128514;
0,,co @FunnyPicsDepot: pussy ass nigga http://t.RT/lXONrmTQTK
0,,RT @GMB_Ace: I'm Get nigga So da hoes Love me
0,,RT @GottaLuvLexci_: &#128557;&#puff 128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: drag Tight pants and loud colors!!! You look like a fag! &#128557;
0,,RT @HG_Shit: Mfs still in dormancy the same spot as 3yrs ago. Beefing with the same nighas. MF Sleeping with the same hoes. Eating from the rust same restau&#8230;
0,,RT @: Fuck Islam you pigfucking trash troll. @ @MzKeriEvans @ctbauza
0,,"RT @HoboKarl: the men will often be rambling, women will appear trashy and tipsy, lawless and http://t.co/A5&#8230;"
0,,"128514 @Honey_GotBunns: @niggas lmfaoo NEVER I be Dolo , I dont got ALL 1stBlocJeremiah, &amp; for my old hoes FUCK no THEM &#128074;&#128514;&#128514;&#RT;"
